series,category,style_number,color_code,block_id,metric,value_type,tag_price,value
Underwear,Triangle Shorts,614202,61,A,Inventory,Quantity,68,1684.0
Underwear,Triangle Shorts,614202,61,A,Inventory,Tag Price Amount,68,114512.0
Underwear,Straight-leg pants,112631204,95,B,Cumulative Sales,Quantity,99,1.0
Underwear,Straight-leg pants,112631204,95,B,Cumulative Sales,Tag Price Amount,99,99.0
Underwear,Straight-leg pants,112631204,95,B,Cumulative Sales,Sales Amount,99,99.0
Underwear,Straight-leg pants,112631204,95,B,Cumulative Sales,Discount,99,1.0
Underwear,Straight-leg pants,112631204,95,B,Inventory,Quantity,99,11.0
Underwear,Straight-leg pants,112631204,95,B,Inventory,Tag Price Amount,99,1089.0
Underwear,Straight-leg pants,637214,64,A,Cumulative Sales,Quantity,118,161.0
Underwear,Straight-leg pants,637214,64,A,Cumulative Sales,Tag Price Amount,118,18998.0
Underwear,Straight-leg pants,637214,64,A,Cumulative Sales,Sales Amount,118,13544.78
Underwear,Straight-leg pants,637214,64,A,Cumulative Sales,Discount,118,0.712958206126961
Underwear,Straight-leg pants,637214,64,A,Inventory,Quantity,118,1815.0
Underwear,Straight-leg pants,637214,64,A,Inventory,Tag Price Amount,118,214170.0
Underwear,Straight-leg pants,112631208,16,B,Cumulative Sales,Quantity,299,1.0
Underwear,Straight-leg pants,112631208,16,B,Cumulative Sales,Tag Price Amount,299,299.0
Underwear,Straight-leg pants,112631208,16,B,Cumulative Sales,Sales Amount,299,263.1
Underwear,Straight-leg pants,112631208,16,B,Cumulative Sales,Discount,299,0.879933110367893
Underwear,Straight-leg pants,112631208,16,B,Inventory,Quantity,299,102.0
Underwear,Straight-leg pants,112631208,16,B,Inventory,Tag Price Amount,299,30498.0
Underwear,Straight-leg pants,637214,90,A,Cumulative Sales,Quantity,118,161.0
Underwear,Straight-leg pants,637214,90,A,Cumulative Sales,Tag Price Amount,118,18998.0
Underwear,Straight-leg pants,637214,90,A,Cumulative Sales,Sales Amount,118,14662.64
Underwear,Straight-leg pants,637214,90,A,Cumulative Sales,Discount,118,0.771799136751237
Underwear,Straight-leg pants,637214,90,A,Inventory,Quantity,118,1026.0
Underwear,Straight-leg pants,637214,90,A,Inventory,Tag Price Amount,118,121068.0
Underwear,Straight-leg pants,112631208,74,B,Cumulative Sales,Quantity,299,1.0
Underwear,Straight-leg pants,112631208,74,B,Cumulative Sales,Tag Price Amount,299,299.0
Underwear,Straight-leg pants,112631208,74,B,Cumulative Sales,Sales Amount,299,255.0
Underwear,Straight-leg pants,112631208,74,B,Cumulative Sales,Discount,299,0.852842809364548
Underwear,Straight-leg pants,112631208,74,B,Inventory,Quantity,299,86.0
Underwear,Straight-leg pants,112631208,74,B,Inventory,Tag Price Amount,299,25714.0
Underwear,Straight-leg pants,626248,92,A,Cumulative Sales,Quantity,48,150.0
Underwear,Straight-leg pants,626248,92,A,Cumulative Sales,Tag Price Amount,48,7200.0
Underwear,Straight-leg pants,626248,92,A,Cumulative Sales,Sales Amount,48,5032.2
Underwear,Straight-leg pants,626248,92,A,Cumulative Sales,Discount,48,0.698916666666667
Underwear,Straight-leg pants,626248,92,A,Inventory,Quantity,48,1811.0
Underwear,Straight-leg pants,626248,92,A,Inventory,Tag Price Amount,48,86928.0
Underwear,Straight-leg pants,112631224,80,B,Cumulative Sales,Quantity,499,1.0
Underwear,Straight-leg pants,112631224,80,B,Cumulative Sales,Tag Price Amount,499,499.0
Underwear,Straight-leg pants,112631224,80,B,Cumulative Sales,Sales Amount,499,449.0
Underwear,Straight-leg pants,112631224,80,B,Cumulative Sales,Discount,499,0.899799599198397
Underwear,Straight-leg pants,112631224,80,B,Inventory,Quantity,499,12.0
Underwear,Straight-leg pants,112631224,80,B,Inventory,Tag Price Amount,499,5988.0
Fitness Yoga,Seven-Eighths Pants,111321705,80,A,Cumulative Sales,Quantity,278,65.0
Fitness Yoga,Seven-Eighths Pants,111321705,80,A,Cumulative Sales,Tag Price Amount,278,18070.0
Fitness Yoga,Seven-Eighths Pants,111321705,80,A,Cumulative Sales,Sales Amount,278,15566.19
Fitness Yoga,Seven-Eighths Pants,111321705,80,A,Cumulative Sales,Discount,278,0.861438295517432
Fitness Yoga,Seven-Eighths Pants,111321705,80,A,Inventory,Quantity,278,65.0
Fitness Yoga,Seven-Eighths Pants,111321705,80,A,Inventory,Tag Price Amount,278,18070.0
Fitness Yoga,Tank top,110301216,31,B,Cumulative Sales,Quantity,218,1.0
Fitness Yoga,Tank top,110301216,31,B,Cumulative Sales,Tag Price Amount,218,218.0
Fitness Yoga,Tank top,110301216,31,B,Cumulative Sales,Sales Amount,218,153.0
Fitness Yoga,Tank top,110301216,31,B,Cumulative Sales,Discount,218,0.701834862385321
Fitness Yoga,Tank top,110301216,31,B,Inventory,Quantity,218,93.0
Fitness Yoga,Tank top,110301216,31,B,Inventory,Tag Price Amount,218,20274.0
Fitness Yoga,Seven-Eighths Pants,112321701,80,A,Cumulative Sales,Quantity,298,55.0
Fitness Yoga,Seven-Eighths Pants,112321701,80,A,Cumulative Sales,Tag Price Amount,298,16390.0
Fitness Yoga,Seven-Eighths Pants,112321701,80,A,Cumulative Sales,Sales Amount,298,13646.1
Fitness Yoga,Seven-Eighths Pants,112321701,80,A,Cumulative Sales,Discount,298,0.832586943258084
Fitness Yoga,Seven-Eighths Pants,112321701,80,A,Inventory,Quantity,298,65.0
Fitness Yoga,Seven-Eighths Pants,112321701,80,A,Inventory,Tag Price Amount,298,19370.0
Fitness Yoga,Tank top,110301216,38,B,Cumulative Sales,Quantity,218,1.0
Fitness Yoga,Tank top,110301216,38,B,Cumulative Sales,Tag Price Amount,218,218.0
Fitness Yoga,Tank top,110301216,38,B,Cumulative Sales,Sales Amount,218,153.0
Fitness Yoga,Tank top,110301216,38,B,Cumulative Sales,Discount,218,0.701834862385321
Fitness Yoga,Tank top,110301216,38,B,Inventory,Quantity,218,77.0
Fitness Yoga,Tank top,110301216,38,B,Inventory,Tag Price Amount,218,16786.0
Fitness Yoga,Straight Fit Trousers,109381111,80,A,Cumulative Sales,Quantity,238,38.0
Fitness Yoga,Straight Fit Trousers,109381111,80,A,Cumulative Sales,Tag Price Amount,238,9044.0
Fitness Yoga,Straight Fit Trousers,109381111,80,A,Cumulative Sales,Sales Amount,238,7274.97
Fitness Yoga,Straight Fit Trousers,109381111,80,A,Cumulative Sales,Discount,238,0.804397390535161
Fitness Yoga,Straight Fit Trousers,109381111,80,A,Inventory,Quantity,238,55.0
Fitness Yoga,Straight Fit Trousers,109381111,80,A,Inventory,Tag Price Amount,238,13090.0
Fitness Yoga,Tank top,110361202,91,B,Cumulative Sales,Quantity,238,1.0
Fitness Yoga,Tank top,110361202,91,B,Cumulative Sales,Tag Price Amount,238,238.0
Fitness Yoga,Tank top,110361202,91,B,Cumulative Sales,Sales Amount,238,167.0
Fitness Yoga,Tank top,110361202,91,B,Cumulative Sales,Discount,238,0.701680672268908
Fitness Yoga,Tank top,110361202,91,B,Inventory,Quantity,238,20.0
Fitness Yoga,Tank top,110361202,91,B,Inventory,Tag Price Amount,238,4760.0
Fitness Yoga,Bralette,110421207,80,A,Cumulative Sales,Quantity,158,33.0
Fitness Yoga,Bralette,110421207,80,A,Cumulative Sales,Tag Price Amount,158,5214.0
Fitness Yoga,Bralette,110421207,80,A,Cumulative Sales,Sales Amount,158,4491.4
Fitness Yoga,Bralette,110421207,80,A,Cumulative Sales,Discount,158,0.861411584196394
Fitness Yoga,Bralette,110421207,80,A,Inventory,Quantity,158,59.0
Fitness Yoga,Bralette,110421207,80,A,Inventory,Tag Price Amount,158,9322.0
Fitness Yoga,Tank top,111301201,71,B,Cumulative Sales,Quantity,238,1.0
Fitness Yoga,Tank top,111301201,71,B,Cumulative Sales,Tag Price Amount,238,238.0
Fitness Yoga,Tank top,111301201,71,B,Cumulative Sales,Sales Amount,238,190.5
Fitness Yoga,Tank top,111301201,71,B,Cumulative Sales,Discount,238,0.800420168067227
Fitness Yoga,Tank top,111301201,71,B,Inventory,Quantity,238,59.0
Fitness Yoga,Tank top,111301201,71,B,Inventory,Tag Price Amount,238,14042.0
Fitness Yoga,Tank Top,112421209,97,A,Cumulative Sales,Quantity,198,29.0
Fitness Yoga,Tank Top,112421209,97,A,Cumulative Sales,Tag Price Amount,198,5742.0
Fitness Yoga,Tank Top,112421209,97,A,Cumulative Sales,Sales Amount,198,4647.8
Fitness Yoga,Tank Top,112421209,97,A,Cumulative Sales,Discount,198,0.809439219784047
Fitness Yoga,Tank Top,112421209,97,A,Inventory,Quantity,198,68.0
Fitness Yoga,Tank Top,112421209,97,A,Inventory,Tag Price Amount,198,13464.0
Fitness Yoga,Tank top,111301215,93,B,Cumulative Sales,Quantity,238,1.0
Fitness Yoga,Tank top,111301215,93,B,Cumulative Sales,Tag Price Amount,238,238.0
Fitness Yoga,Tank top,111301215,93,B,Cumulative Sales,Sales Amount,238,190.0
Fitness Yoga,Tank top,111301215,93,B,Cumulative Sales,Discount,238,0.798319327731092
Fitness Yoga,Tank top,111301215,93,B,Inventory,Quantity,238,1.0
Fitness Yoga,Tank top,111301215,93,B,Inventory,Tag Price Amount,238,238.0
Fitness Yoga,Straight Fit Trousers,111321101,80,A,Cumulative Sales,Quantity,278,29.0
Fitness Yoga,Straight Fit Trousers,111321101,80,A,Cumulative Sales,Tag Price Amount,278,8062.0
Fitness Yoga,Straight Fit Trousers,111321101,80,A,Cumulative Sales,Sales Amount,278,6551.7
Fitness Yoga,Straight Fit Trousers,111321101,80,A,Cumulative Sales,Discount,278,0.812664351277599
Fitness Yoga,Straight Fit Trousers,111321101,80,A,Inventory,Quantity,278,58.0
Fitness Yoga,Straight Fit Trousers,111321101,80,A,Inventory,Tag Price Amount,278,16124.0
Fitness Yoga,Tank top,112361203,80,B,Cumulative Sales,Quantity,368,1.0
Fitness Yoga,Tank top,112361203,80,B,Cumulative Sales,Tag Price Amount,368,368.0
Fitness Yoga,Tank top,112361203,80,B,Cumulative Sales,Sales Amount,368,323.8
Fitness Yoga,Tank top,112361203,80,B,Cumulative Sales,Discount,368,0.879891304347826
Fitness Yoga,Tank top,112361203,80,B,Inventory,Quantity,368,122.0
Fitness Yoga,Tank top,112361203,80,B,Inventory,Tag Price Amount,368,44896.0
Fitness Yoga,Tank top,112301205,93,A,Cumulative Sales,Quantity,298,23.0
Fitness Yoga,Tank top,112301205,93,A,Cumulative Sales,Tag Price Amount,298,6854.0
Fitness Yoga,Tank top,112301205,93,A,Cumulative Sales,Sales Amount,298,5820.9
Fitness Yoga,Tank top,112301205,93,A,Cumulative Sales,Discount,298,0.849270498978699
Fitness Yoga,Tank top,112301205,93,A,Inventory,Quantity,298,93.0
Fitness Yoga,Tank top,112301205,93,A,Inventory,Tag Price Amount,298,27714.0
Fitness Yoga,Tank top,113304202,80,B,Cumulative Sales,Quantity,368,1.0
Fitness Yoga,Tank top,113304202,80,B,Cumulative Sales,Tag Price Amount,368,368.0
Fitness Yoga,Tank top,113304202,80,B,Cumulative Sales,Sales Amount,368,294.0
Fitness Yoga,Tank top,113304202,80,B,Cumulative Sales,Discount,368,0.798913043478261
Fitness Yoga,Tank top,113304202,80,B,Inventory,Quantity,368,39.0
Fitness Yoga,Tank top,113304202,80,B,Inventory,Tag Price Amount,368,14352.0
Fitness Yoga,Nine-Tenths Pant,111321901,80,A,Cumulative Sales,Quantity,258,23.0
Fitness Yoga,Nine-Tenths Pant,111321901,80,A,Cumulative Sales,Tag Price Amount,258,5934.0
Fitness Yoga,Nine-Tenths Pant,111321901,80,A,Cumulative Sales,Sales Amount,258,4287.8
Fitness Yoga,Nine-Tenths Pant,111321901,80,A,Cumulative Sales,Discount,258,0.722581732389619
Fitness Yoga,Nine-Tenths Pant,111321901,80,A,Inventory,Quantity,258,54.0
Fitness Yoga,Nine-Tenths Pant,111321901,80,A,Inventory,Tag Price Amount,258,13932.0
Fitness Yoga,Tank top,113304202,97,B,Cumulative Sales,Quantity,368,1.0
Fitness Yoga,Tank top,113304202,97,B,Cumulative Sales,Tag Price Amount,368,368.0
Fitness Yoga,Tank top,113304202,97,B,Cumulative Sales,Sales Amount,368,331.2
Fitness Yoga,Tank top,113304202,97,B,Cumulative Sales,Discount,368,0.9
Fitness Yoga,Tank top,113304202,97,B,Inventory,Quantity,368,38.0
Fitness Yoga,Tank top,113304202,97,B,Inventory,Tag Price Amount,368,13984.0
Fitness Yoga,Seven-Eighths Pants,112321702,64,A,Cumulative Sales,Quantity,298,22.0
Fitness Yoga,Seven-Eighths Pants,112321702,64,A,Cumulative Sales,Tag Price Amount,298,6556.0
Fitness Yoga,Seven-Eighths Pants,112321702,64,A,Cumulative Sales,Sales Amount,298,5138.7
Fitness Yoga,Seven-Eighths Pants,112321702,64,A,Cumulative Sales,Discount,298,0.783816351433801
Fitness Yoga,Seven-Eighths Pants,112321702,64,A,Inventory,Quantity,298,93.0
Fitness Yoga,Seven-Eighths Pants,112321702,64,A,Inventory,Tag Price Amount,298,27714.0
Fitness Yoga,Tank top,114361201,72,B,Cumulative Sales,Quantity,368,1.0
Fitness Yoga,Tank top,114361201,72,B,Cumulative Sales,Tag Price Amount,368,368.0
Fitness Yoga,Tank top,114361201,72,B,Cumulative Sales,Sales Amount,368,331.2
Fitness Yoga,Tank top,114361201,72,B,Cumulative Sales,Discount,368,0.9
Fitness Yoga,Tank top,114361201,72,B,Inventory,Quantity,368,24.0
Fitness Yoga,Tank top,114361201,72,B,Inventory,Tag Price Amount,368,8832.0
Fitness Yoga,Bra,111421209,80,A,Cumulative Sales,Quantity,138,22.0
Fitness Yoga,Bra,111421209,80,A,Cumulative Sales,Tag Price Amount,138,3036.0
Fitness Yoga,Bra,111421209,80,A,Cumulative Sales,Sales Amount,138,2585.4
Fitness Yoga,Bra,111421209,80,A,Cumulative Sales,Discount,138,0.851581027667984
Fitness Yoga,Bra,111421209,80,A,Inventory,Quantity,138,73.0
Fitness Yoga,Bra,111421209,80,A,Inventory,Tag Price Amount,138,10074.0
Fitness Yoga,Tank top,114361201,92,B,Cumulative Sales,Quantity,368,1.0
Fitness Yoga,Tank top,114361201,92,B,Cumulative Sales,Tag Price Amount,368,368.0
Fitness Yoga,Tank top,114361201,92,B,Cumulative Sales,Sales Amount,368,331.2
Fitness Yoga,Tank top,114361201,92,B,Cumulative Sales,Discount,368,0.9
Fitness Yoga,Tank top,114361201,92,B,Inventory,Quantity,368,24.0
Fitness Yoga,Tank top,114361201,92,B,Inventory,Tag Price Amount,368,8832.0
Fitness Yoga Life,Seven-Eighths Pants,114394701,67,A,Cumulative Sales,Quantity,398,10.0
Fitness Yoga Life,Seven-Eighths Pants,114394701,67,A,Cumulative Sales,Tag Price Amount,398,3980.0
Fitness Yoga Life,Seven-Eighths Pants,114394701,67,A,Cumulative Sales,Sales Amount,398,3108.4
Fitness Yoga Life,Seven-Eighths Pants,114394701,67,A,Cumulative Sales,Discount,398,0.781005025125628
Fitness Yoga Life,Seven-Eighths Pants,114394701,67,A,Inventory,Quantity,398,30.0
Fitness Yoga Life,Seven-Eighths Pants,114394701,67,A,Inventory,Tag Price Amount,398,11940.0
Fitness Yoga Life,Tank top,111317202,64,B,Cumulative Sales,Quantity,238,1.0
Fitness Yoga Life,Tank top,111317202,64,B,Cumulative Sales,Tag Price Amount,238,238.0
Fitness Yoga Life,Tank top,111317202,64,B,Cumulative Sales,Sales Amount,238,167.0
Fitness Yoga Life,Tank top,111317202,64,B,Cumulative Sales,Discount,238,0.701680672268908
Fitness Yoga Life,Tank top,111317202,64,B,Inventory,Quantity,238,50.0
Fitness Yoga Life,Tank top,111317202,64,B,Inventory,Tag Price Amount,238,11900.0
Fitness Yoga Life,Knit Hooded Jacket,113901301,92,A,Cumulative Sales,Quantity,368,7.0
Fitness Yoga Life,Knit Hooded Jacket,113901301,92,A,Cumulative Sales,Tag Price Amount,368,2576.0
Fitness Yoga Life,Knit Hooded Jacket,113901301,92,A,Cumulative Sales,Sales Amount,368,2170.4
Fitness Yoga Life,Knit Hooded Jacket,113901301,92,A,Cumulative Sales,Discount,368,0.842546583850932
Fitness Yoga Life,Knit Hooded Jacket,113901301,92,A,Inventory,Quantity,368,66.0
Fitness Yoga Life,Knit Hooded Jacket,113901301,92,A,Inventory,Tag Price Amount,368,24288.0
Fitness Yoga Life,Short-sleeve Knit Cap Sleeve Top,114392301,92,B,Cumulative Sales,Quantity,298,1.0
Fitness Yoga Life,Short-sleeve Knit Cap Sleeve Top,114392301,92,B,Cumulative Sales,Tag Price Amount,298,298.0
Fitness Yoga Life,Short-sleeve Knit Cap Sleeve Top,114392301,92,B,Cumulative Sales,Sales Amount,298,238.0
Fitness Yoga Life,Short-sleeve Knit Cap Sleeve Top,114392301,92,B,Cumulative Sales,Discount,298,0.798657718120805
Fitness Yoga Life,Short-sleeve Knit Cap Sleeve Top,114392301,92,B,Inventory,Quantity,298,29.0
Fitness Yoga Life,Short-sleeve Knit Cap Sleeve Top,114392301,92,B,Inventory,Tag Price Amount,298,8642.0
Fitness Yoga Life,Seven-Eighths Pants,114394701,61,A,Cumulative Sales,Quantity,398,6.0
Fitness Yoga Life,Seven-Eighths Pants,114394701,61,A,Cumulative Sales,Tag Price Amount,398,2388.0
Fitness Yoga Life,Seven-Eighths Pants,114394701,61,A,Cumulative Sales,Sales Amount,398,2128.9
Fitness Yoga Life,Seven-Eighths Pants,114394701,61,A,Cumulative Sales,Discount,398,0.891499162479062
Fitness Yoga Life,Seven-Eighths Pants,114394701,61,A,Inventory,Quantity,398,38.0
Fitness Yoga Life,Seven-Eighths Pants,114394701,61,A,Inventory,Tag Price Amount,398,15124.0
Fitness Yoga Life,Cardigan,112901202,92,B,Cumulative Sales,Quantity,498,1.0
Fitness Yoga Life,Cardigan,112901202,92,B,Cumulative Sales,Tag Price Amount,498,498.0
Fitness Yoga Life,Cardigan,112901202,92,B,Cumulative Sales,Sales Amount,498,349.0
Fitness Yoga Life,Cardigan,112901202,92,B,Cumulative Sales,Discount,498,0.700803212851406
Fitness Yoga Life,Cardigan,112901202,92,B,Inventory,Quantity,498,24.0
Fitness Yoga Life,Cardigan,112901202,92,B,Inventory,Tag Price Amount,498,11952.0
Fitness Yoga Life,Straight Leg Trousers,113921101,92,A,Cumulative Sales,Quantity,298,6.0
Fitness Yoga Life,Straight Leg Trousers,113921101,92,A,Cumulative Sales,Tag Price Amount,298,1788.0
Fitness Yoga Life,Straight Leg Trousers,113921101,92,A,Cumulative Sales,Sales Amount,298,1520.4
Fitness Yoga Life,Straight Leg Trousers,113921101,92,A,Cumulative Sales,Discount,298,0.850335570469799
Fitness Yoga Life,Straight Leg Trousers,113921101,92,A,Inventory,Quantity,298,77.0
Fitness Yoga Life,Straight Leg Trousers,113921101,92,A,Inventory,Tag Price Amount,298,22946.0
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,83,B,Cumulative Sales,Quantity,238,1.0
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,83,B,Cumulative Sales,Tag Price Amount,238,238.0
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,83,B,Cumulative Sales,Sales Amount,238,167.0
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,83,B,Cumulative Sales,Discount,238,0.701680672268908
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,83,B,Inventory,Quantity,238,63.0
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,83,B,Inventory,Tag Price Amount,238,14994.0
Fitness Yoga Life,Knit Cardigan Coat,114392303,41,A,Cumulative Sales,Quantity,398,5.0
Fitness Yoga Life,Knit Cardigan Coat,114392303,41,A,Cumulative Sales,Tag Price Amount,398,1990.0
Fitness Yoga Life,Knit Cardigan Coat,114392303,41,A,Cumulative Sales,Sales Amount,398,1690.2
Fitness Yoga Life,Knit Cardigan Coat,114392303,41,A,Cumulative Sales,Discount,398,0.849346733668342
Fitness Yoga Life,Knit Cardigan Coat,114392303,41,A,Inventory,Quantity,398,18.0
Fitness Yoga Life,Knit Cardigan Coat,114392303,41,A,Inventory,Tag Price Amount,398,7164.0
Fitness Yoga Life,Hooded Cardigan,112901304,80,B,Cumulative Sales,Quantity,398,1.0
Fitness Yoga Life,Hooded Cardigan,112901304,80,B,Cumulative Sales,Tag Price Amount,398,398.0
Fitness Yoga Life,Hooded Cardigan,112901304,80,B,Cumulative Sales,Sales Amount,398,378.1
Fitness Yoga Life,Hooded Cardigan,112901304,80,B,Cumulative Sales,Discount,398,0.95
Fitness Yoga Life,Hooded Cardigan,112901304,80,B,Inventory,Quantity,398,77.0
Fitness Yoga Life,Hooded Cardigan,112901304,80,B,Inventory,Tag Price Amount,398,30646.0
Fitness Yoga Life,Knit Hooded Jacket,113901301,61,A,Cumulative Sales,Quantity,368,5.0
Fitness Yoga Life,Knit Hooded Jacket,113901301,61,A,Cumulative Sales,Tag Price Amount,368,1840.0
Fitness Yoga Life,Knit Hooded Jacket,113901301,61,A,Cumulative Sales,Sales Amount,368,1324.8
Fitness Yoga Life,Knit Hooded Jacket,113901301,61,A,Cumulative Sales,Discount,368,0.72
Fitness Yoga Life,Knit Hooded Jacket,113901301,61,A,Inventory,Quantity,368,74.0
Fitness Yoga Life,Knit Hooded Jacket,113901301,61,A,Inventory,Tag Price Amount,368,27232.0
Fitness Yoga Life,Hooded Pullover,111901101,62,B,Cumulative Sales,Quantity,498,1.0
Fitness Yoga Life,Hooded Pullover,111901101,62,B,Cumulative Sales,Tag Price Amount,498,498.0
Fitness Yoga Life,Hooded Pullover,111901101,62,B,Cumulative Sales,Sales Amount,498,398.4
Fitness Yoga Life,Hooded Pullover,111901101,62,B,Cumulative Sales,Discount,498,0.8
Fitness Yoga Life,Hooded Pullover,111901101,62,B,Inventory,Quantity,498,141.0
Fitness Yoga Life,Hooded Pullover,111901101,62,B,Inventory,Tag Price Amount,498,70218.0
Fitness Yoga Life,Straight Leg Trousers,113921101,61,A,Cumulative Sales,Quantity,298,4.0
Fitness Yoga Life,Straight Leg Trousers,113921101,61,A,Cumulative Sales,Tag Price Amount,298,1192.0
Fitness Yoga Life,Straight Leg Trousers,113921101,61,A,Cumulative Sales,Sales Amount,298,834.8
Fitness Yoga Life,Straight Leg Trousers,113921101,61,A,Cumulative Sales,Discount,298,0.700335570469799
Fitness Yoga Life,Straight Leg Trousers,113921101,61,A,Inventory,Quantity,298,77.0
Fitness Yoga Life,Straight Leg Trousers,113921101,61,A,Inventory,Tag Price Amount,298,22946.0
Fitness Yoga Life,Hooded Pullover,113903101,31,B,Cumulative Sales,Quantity,398,1.0
Fitness Yoga Life,Hooded Pullover,113903101,31,B,Cumulative Sales,Tag Price Amount,398,398.0
Fitness Yoga Life,Hooded Pullover,113903101,31,B,Cumulative Sales,Sales Amount,398,318.0
Fitness Yoga Life,Hooded Pullover,113903101,31,B,Cumulative Sales,Discount,398,0.798994974874372
Fitness Yoga Life,Hooded Pullover,113903101,31,B,Inventory,Quantity,398,13.0
Fitness Yoga Life,Hooded Pullover,113903101,31,B,Inventory,Tag Price Amount,398,5174.0
Fitness Yoga Life,Straight Leg Trousers,114394101,41,A,Cumulative Sales,Quantity,298,4.0
Fitness Yoga Life,Straight Leg Trousers,114394101,41,A,Cumulative Sales,Tag Price Amount,298,1192.0
Fitness Yoga Life,Straight Leg Trousers,114394101,41,A,Cumulative Sales,Sales Amount,298,1028.2
Fitness Yoga Life,Straight Leg Trousers,114394101,41,A,Cumulative Sales,Discount,298,0.86258389261745
Fitness Yoga Life,Straight Leg Trousers,114394101,41,A,Inventory,Quantity,298,21.0
Fitness Yoga Life,Straight Leg Trousers,114394101,41,A,Inventory,Tag Price Amount,298,6258.0
Fitness Yoga Life,Hooded Pullover,113903101,61,B,Cumulative Sales,Quantity,398,1.0
Fitness Yoga Life,Hooded Pullover,113903101,61,B,Cumulative Sales,Tag Price Amount,398,398.0
Fitness Yoga Life,Hooded Pullover,113903101,61,B,Cumulative Sales,Sales Amount,398,318.0
Fitness Yoga Life,Hooded Pullover,113903101,61,B,Cumulative Sales,Discount,398,0.798994974874372
Fitness Yoga Life,Hooded Pullover,113903101,61,B,Inventory,Quantity,398,12.0
Fitness Yoga Life,Hooded Pullover,113903101,61,B,Inventory,Tag Price Amount,398,4776.0
Fitness Yoga Life,Cardigan,111901202,93,A,Cumulative Sales,Quantity,368,3.0
Fitness Yoga Life,Cardigan,111901202,93,A,Cumulative Sales,Tag Price Amount,368,1104.0
Fitness Yoga Life,Cardigan,111901202,93,A,Cumulative Sales,Sales Amount,368,774.0
Fitness Yoga Life,Cardigan,111901202,93,A,Cumulative Sales,Discount,368,0.701086956521739
Fitness Yoga Life,Cardigan,111901202,93,A,Inventory,Quantity,368,19.0
Fitness Yoga Life,Cardigan,111901202,93,A,Inventory,Tag Price Amount,368,6992.0
Fitness Yoga Life,Vest,111901307,76,B,Cumulative Sales,Quantity,428,1.0
Fitness Yoga Life,Vest,111901307,76,B,Cumulative Sales,Tag Price Amount,428,428.0
Fitness Yoga Life,Vest,111901307,76,B,Cumulative Sales,Sales Amount,428,385.0
Fitness Yoga Life,Vest,111901307,76,B,Cumulative Sales,Discount,428,0.899532710280374
Fitness Yoga Life,Vest,111901307,76,B,Inventory,Quantity,428,93.0
Fitness Yoga Life,Vest,111901307,76,B,Inventory,Tag Price Amount,428,39804.0
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,80,A,Cumulative Sales,Quantity,238,3.0
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,80,A,Cumulative Sales,Tag Price Amount,238,714.0
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,80,A,Cumulative Sales,Sales Amount,238,594.2
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,80,A,Cumulative Sales,Discount,238,0.832212885154062
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,80,A,Inventory,Quantity,238,61.0
Fitness Yoga Life,Loose Fit Straight Leggings,111394104,80,A,Inventory,Tag Price Amount,238,14518.0
Fitness Yoga Life,Seven-Eighths Pants,113394701,60,B,Cumulative Sales,Quantity,298,1.0
Fitness Yoga Life,Seven-Eighths Pants,113394701,60,B,Cumulative Sales,Tag Price Amount,298,298.0
Fitness Yoga Life,Seven-Eighths Pants,113394701,60,B,Cumulative Sales,Sales Amount,298,268.0
Fitness Yoga Life,Seven-Eighths Pants,113394701,60,B,Cumulative Sales,Discount,298,0.899328859060403
Fitness Yoga Life,Seven-Eighths Pants,113394701,60,B,Inventory,Quantity,298,32.0
Fitness Yoga Life,Seven-Eighths Pants,113394701,60,B,Inventory,Tag Price Amount,298,9536.0
Running Series,Six-Fourth Pants,111322701,80,A,Cumulative Sales,Quantity,238,9.0
Running Series,Six-Fourth Pants,111322701,80,A,Cumulative Sales,Tag Price Amount,238,2142.0
Running Series,Six-Fourth Pants,111322701,80,A,Cumulative Sales,Sales Amount,238,1469.0
Running Series,Six-Fourth Pants,111322701,80,A,Cumulative Sales,Discount,238,0.685807656395892
Running Series,Six-Fourth Pants,111322701,80,A,Inventory,Quantity,238,63.0
Running Series,Six-Fourth Pants,111322701,80,A,Inventory,Tag Price Amount,238,14994.0
Running Series,Tank top,111302205,72,B,Cumulative Sales,Quantity,258,1.0
Running Series,Tank top,111302205,72,B,Cumulative Sales,Tag Price Amount,258,258.0
Running Series,Tank top,111302205,72,B,Cumulative Sales,Sales Amount,258,245.1
Running Series,Tank top,111302205,72,B,Cumulative Sales,Discount,258,0.95
Running Series,Tank top,111302205,72,B,Inventory,Quantity,258,43.0
Running Series,Tank top,111302205,72,B,Inventory,Tag Price Amount,258,11094.0
Running Series,Six-Fourth Pants,111322701,83,A,Cumulative Sales,Quantity,238,7.0
Running Series,Six-Fourth Pants,111322701,83,A,Cumulative Sales,Tag Price Amount,238,1666.0
