accession_id,replicate_id,value
P04217,6,26.3150655134795
P04217,7,26.5439063225493
P04217,8,24.5626146303764
P04217,9,26.0974202272634
P04217,10,25.8473045676151
P04217,11,24.9060978818081
P04217,12,25.5260872614662
P04217,13,24.2708485059993
P04217,14,26.178280669856
P04217,15,26.4680566998255
P01833,1,23.5704533323934
P01833,2,23.769814442767
P01833,3,22.1468744086204
P01833,4,23.5196535278582
P01833,5,23.2611227565877
P01833,6,23.0814619828802
P01833,7,22.8496494391719
P01833,8,22.4089350493914
P01833,9,22.6338049881889
P01833,10,22.621806853461
P01833,11,22.6726256102981
P01833,12,22.5243724097238
P01833,13,22.956207393536
P01833,14,22.8495539994782
P01833,15,23.4332624725697
Q08380,1,27.4923599357073
Q08380,2,27.4724327855472
Q08380,3,26.140378427453
Q08380,4,27.9007536029755
Q08380,5,26.8878575959081
Q08380,6,27.038524026447
Q08380,7,26.1685011999874
Q08380,8,26.6687144891004
Q08380,9,26.1428728556146
Q08380,10,27.6506835431547
Q08380,11,26.3556844574352
Q08380,12,27.4596709986266
Q08380,13,27.1966678568389
Q08380,14,27.4084362582573
Q08380,15,27.4870013042223
P78509,1,18.2379941457867
P78509,2,15.3259378308635
P78509,3,18.040782009798
P78509,4,
P78509,5,17.5474368151234
P78509,6,15.4673189693754
P78509,7,
P78509,8,17.7319156105722
P78509,9,15.483689838192
P78509,10,20.8676316712251
P78509,11,19.2833325686972
P78509,12,16.7699153058454
P78509,13,
P78509,14,13.0583976773764
P78509,15,15.0609491915918
P00734,1,25.6005386240085
P00734,2,25.8768016924591
P00734,3,25.2586451016244
P00734,4,26.6447144718144
P00734,5,26.2266670744015
P00734,6,26.117831404994
P00734,7,26.4445697009049
P00734,8,24.8331112936071
P00734,9,26.2869901468385
P00734,10,27.2419086899363
P00734,11,24.9900149535792
P00734,12,25.5086045682702
P00734,13,24.4406309556861
P00734,14,25.2012002202646
P00734,15,25.3360289537079
P02749,1,25.549395974727
P02749,2,25.9429747525712
P02749,3,25.03363875405
P02749,4,26.3612012700302
P02749,5,26.2249574476263
P02749,6,26.2218086432621
P02749,7,26.3981304370967
P02749,8,25.941900852609
P02749,9,26.4264801408941
P02749,10,27.2419995826779
P02749,11,24.6538706418614
P02749,12,25.0863866783763
P02749,13,24.9487778593564
P02749,14,24.8598441309361
P02749,15,24.4818536184126
P03951,1,20.0306617485433
P03951,2,17.9744369972955
P03951,3,16.606390753286
P03951,4,21.7934445532913
P03951,5,18.4569960406652
P03951,6,18.3242596704201
P03951,7,21.119462974115
P03951,8,19.3915456858529
P03951,9,24.8214314506894
P03951,10,26.0141860112503
P03951,11,21.4469782627101
P03951,12,21.1423937923741
P03951,13,19.1727741935495
P03951,14,22.2332147419224
P03951,15,19.8862264682739
P01019,1,24.4450593149123
P01019,2,25.31796568158
P01019,3,24.2739099667557
P01019,4,25.6620454996415
P01019,5,25.2446692734643
P01019,6,24.9805022145221
P01019,7,25.2398711902965
P01019,8,25.3617534657786
P01019,9,25.3799740043934
P01019,10,25.3513433963411
P01019,11,24.189258120606
P01019,12,23.320171426936
P01019,13,23.9082071524975
P01019,14,24.6994352015008
P01019,15,25.571987052406
P02786,1,21.8659340942687
P02786,2,22.7126344677601
P02786,3,21.805932760149
P02786,4,24.6763216943539
P02786,5,21.7995440829342
P02786,6,22.8343174999219
P02786,7,21.6175087177701
P02786,8,20.789231141443
P02786,9,22.1187978968674
P02786,10,22.5605054352429
P02786,11,22.5219310577879
P02786,12,20.6832893560992
P02786,13,21.5066872366727
P02786,14,21.3895830279289
P02786,15,22.0797217481925
P0DOX2,1,27.4609210323154
P0DOX2,2,27.8201291870378
P0DOX2,3,26.0313476771241
P0DOX2,4,27.8259619481487
P0DOX2,5,26.8425410209793
P0DOX2,6,28.2083908840086
P0DOX2,7,28.0277038942337
P0DOX2,8,27.8889028167522
P0DOX2,9,26.4043974783326
P0DOX2,10,28.1065441712048
P0DOX2,11,26.0126098771447
P0DOX2,12,26.4433844631319
P0DOX2,13,27.6743832391871
P0DOX2,14,27.0623965034693
P0DOX2,15,26.999809430637
P01876,1,30.6917063321748
P01876,2,31.6922885167898
P01876,3,31.4019732463898
P01876,4,32.0135512386499
P01876,5,31.8003911240992
P01876,6,32.0009176332578
P01876,7,32.7139730386589
P01876,8,31.5941479417854
P01876,9,31.1473442223445
P01876,10,31.8482318085655
P01876,11,30.4068966919466
P01876,12,30.1722406655638
P01876,13,31.4327588838643
P01876,14,30.8977134826698
P01876,15,30.8628231740469
P01817,1,26.8045204204543
P01817,2,25.3840651678611
P01817,3,
P01817,4,25.4667506149451
P01817,5,25.2633812531434
P01817,6,25.7660775428855
P01817,7,25.2669231911907
P01817,8,
P01817,9,24.9212071641571
P01817,10,25.1706992506335
P01817,11,24.5607503066784
P01817,12,26.1823407009241
P01817,13,26.0148670498142
P01817,14,25.5270722298269
P01817,15,24.6958297875413
P02647,1,30.5105072824176
P02647,2,30.9281832841395
P02647,3,29.3272740615038
P02647,4,31.4179511068575
P02647,5,30.7151398122854
P02647,6,31.0455711261404
P02647,7,31.0822043996667
P02647,8,30.286479080911
P02647,9,31.189604536242
P02647,10,30.6227013869905
P02647,11,29.2290809975186
P02647,12,30.3916148418262
P02647,13,29.8284004558717
P02647,14,30.2974535370017
P02647,15,31.0672778554286
O43866,1,30.2509019897083
O43866,2,30.1026202362208
O43866,3,28.9359014125735
O43866,4,30.030653330216
O43866,5,29.8475674210631
O43866,6,30.1832876619301
O43866,7,29.8018716339559
O43866,8,29.645831261829
O43866,9,28.7754268251208
O43866,10,30.7956773140996
O43866,11,28.1658112024495
O43866,12,30.3827796811565
O43866,13,30.7495115376493
O43866,14,29.9949636506127
O43866,15,30.1323445952351
A0A075B6J9,1,27.169113167829
A0A075B6J9,2,25.7662292272259
A0A075B6J9,3,24.9895819458802
A0A075B6J9,4,26.1129096937975
A0A075B6J9,5,26.1017139656736
A0A075B6J9,6,27.2915816115285
A0A075B6J9,7,26.4392363736143
A0A075B6J9,8,25.2924595370962
A0A075B6J9,9,25.9684015489097
A0A075B6J9,10,27.1575953496907
A0A075B6J9,11,24.8826900610737
A0A075B6J9,12,26.5195035642352
A0A075B6J9,13,27.164325246798
A0A075B6J9,14,25.7182956041955
A0A075B6J9,15,27.2777276794828
P05090,1,23.4669994841955
P05090,2,22.4408590317344
P05090,3,22.9733547382349
P05090,4,23.7610122506908
P05090,5,23.5442749155317
P05090,6,21.7289551464191
P05090,7,23.4460696055985
P05090,8,22.3756525041715
P05090,9,21.3583163782308
P05090,10,23.5350465575782
P05090,11,20.7492736795513
P05090,12,23.0330505677064
P05090,13,20.4802024721609
P05090,14,20.1787669579
P05090,15,21.4019232151463
P80748,1,25.0475173599661
P80748,2,26.0608309761928
P80748,3,24.6101475827772
P80748,4,26.734666418829
P80748,5,25.7728121077773
P80748,6,27.557496539297
P80748,7,27.3417230830837
P80748,8,24.8944414450966
P80748,9,24.8001071861198
P80748,10,24.8327250944973
P80748,11,24.1930993845676
P80748,12,25.4655367621882
P80748,13,25.7944414497046
P80748,14,26.6637020687794
P80748,15,26.1937573982806
O00187,1,21.7588591863249
O00187,2,18.0963548474675
O00187,3,20.2375974387764
O00187,4,20.6086482804904
O00187,5,20.0355025603804
O00187,6,20.8342210405203
O00187,7,20.5294572444896
O00187,8,22.1217409141265
O00187,9,22.1735002528439
O00187,10,19.2624940498184
O00187,11,19.7074366522066
O00187,12,18.0261019321047
O00187,13,21.3083590299012
O00187,14,19.8261263816369
O00187,15,21.6221644540927
P02652,1,26.3680802437589
P02652,2,27.3106869679217
P02652,3,26.1333004363388
P02652,4,28.3835214478824
P02652,5,27.361853842302
P02652,6,28.9671649884149
P02652,7,28.5651814129677
P02652,8,28.7315948243678
P02652,9,29.3111851996843
P02652,10,27.7691965024956
P02652,11,24.1262072459337
P02652,12,28.7437458748386
P02652,13,24.2508974731636
P02652,14,28.2316007494253
P02652,15,29.3770180211141
P08519,1,18.9162818603674
P08519,2,18.8355940148019
P08519,3,15.1673005300288
P08519,4,20.7324788203825
P08519,5,16.1984642260993
P08519,6,18.1023140705808
P08519,7,18.1600979223626
P08519,8,17.85355323331
P08519,9,19.3948980634294
P08519,10,19.2837395029745
P08519,11,15.775764582445
P08519,12,20.483748873501
P08519,13,17.7809754218356
P08519,14,20.6842315383068
P08519,15,19.2748285611081
P26927,1,19.0314966025677
P26927,2,17.8816636634979
P26927,3,18.8050825693394
P26927,4,20.4834536727959
P26927,5,18.9759766783849
P26927,6,19.067471125146
P26927,7,17.4916965454054
P26927,8,17.8325686544394
P26927,9,18.4329822362
P26927,10,19.0894142725913
P26927,11,18.1107993337313
P26927,12,
P26927,13,
P26927,14,19.064974271114
P26927,15,16.8553795068661
Q9Y6R7,1,24.1025351411075
Q9Y6R7,2,22.3938303386205
Q9Y6R7,3,20.7134737807403
Q9Y6R7,4,23.9540251608543
Q9Y6R7,5,22.589322888152
Q9Y6R7,6,23.7706211500172
Q9Y6R7,7,23.0294995547835
Q9Y6R7,8,22.0494298115265
Q9Y6R7,9,20.7654706459933
Q9Y6R7,10,23.6123429948166
Q9Y6R7,11,22.1522390343479
Q9Y6R7,12,23.3387853390285
Q9Y6R7,13,22.8015189169832
Q9Y6R7,14,22.8305894789036
Q9Y6R7,15,23.3663969257441
P0C0L4,1,23.715234750232
P0C0L4,2,28.7654074128825
P0C0L4,3,23.7655718132064
P0C0L4,4,24.2658507946194
P0C0L4,5,23.6000281262396
P0C0L4,6,29.1715489028141
P0C0L4,7,28.8517427517511
P0C0L4,8,28.3867313705687
P0C0L4,9,28.6593188847232
P0C0L4,10,23.52169148704
P0C0L4,11,28.5409689593306
P0C0L4,12,28.556583290858
P0C0L4,13,27.9795649253628
P0C0L4,14,27.4519122375493
P0C0L4,15,23.4930169111097
P05543,1,18.7960459479919
P05543,2,19.8575528015369
P05543,3,17.6952010993094
P05543,4,19.5202004630364
P05543,5,19.7333728784141
P05543,6,19.8771013642763
P05543,7,20.412247308079
P05543,8,20.4725877224577
P05543,9,19.9570226657519
P05543,10,18.8815143084544
P05543,11,
P05543,12,
P05543,13,
P05543,14,
P05543,15,20.4801038364626
P02760,1,25.106414377224
P02760,2,26.5589127570224
P02760,3,25.4242549820759
P02760,4,26.4564315004469
P02760,5,25.9050880090092
P02760,6,26.266547943059
P02760,7,26.420212109178
P02760,8,25.6659801372534
P02760,9,26.2494695363644
P02760,10,25.8423731723377
P02760,11,24.8111273143545
P02760,12,24.4196979168742
P02760,13,24.732830714894
P02760,14,25.5610417661111
P02760,15,25.4041863074589
P01859,1,30.4817381612447
P01859,2,30.4275235023809
P01859,3,30.505878259882
P01859,4,32.3403228819136
P01859,5,30.8030888316533
P01859,6,31.7799959033481
P01859,7,31.9848835851705
P01859,8,30.628796800021
P01859,9,29.4528156527068
P01859,10,31.1885438176772
P01859,11,29.7804418472591
P01859,12,29.4022681107479
P01859,13,30.2634931897568
P01859,14,30.9480286743034
P01859,15,30.1669845049267
P20742,1,17.8662284840868
P20742,2,18.4979453696453
P20742,3,18.2269389572777
P20742,4,16.2189793964053
P20742,5,19.1000308985793
P20742,6,21.3312318732122
P20742,7,21.5618342380019
P20742,8,18.6518645481998
P20742,9,
P20742,10,21.3884798291183
P20742,11,
P20742,12,14.577900836887
P20742,13,22.3193722338575
P20742,14,22.4752376647406
P20742,15,19.9327222639405
P01042,1,25.0450190419077
P01042,2,24.9645509860236
P01042,3,24.3758380717377
P01042,4,25.5531223167084
P01042,5,25.1800654552836
P01042,6,27.4216572932676
P01042,7,25.5636040733076
P01042,8,24.697792674329
P01042,9,26.4551148438281
P01042,10,26.4112195103547
P01042,11,24.2034424033418
P01042,12,24.656982546999
P01042,13,24.5827925123141
P01042,14,24.6834607077285
P01042,15,24.7910412361761
O75636,1,30.4282226519177
O75636,2,29.5694613340176
O75636,3,28.9551566081337
O75636,4,30.1339373120994
O75636,5,29.5791529112977
O75636,6,30.9608557962924
O75636,7,29.6987433161973
O75636,8,31.6016493958651
O75636,9,31.7047902134052
O75636,10,28.2988085702403
O75636,11,29.2244883248695
O75636,12,31.1562938220918
O75636,13,30.8233522725425
O75636,14,31.2464916310633
O75636,15,31.3949907651074
P51884,1,21.4497511743027
P51884,2,20.2955806228828
P51884,3,21.5407088843465
P51884,4,21.1899065804932
P51884,5,21.3601397914094
P51884,6,19.2025877951986
P51884,7,20.9607740642678
P51884,8,
P51884,9,20.6307648144724
P51884,10,19.3235781843269
P51884,11,19.2284899139318
P51884,12,19.5860224416292
P51884,13,
P51884,14,21.4923813303165
P51884,15,21.5544989202444
P02751,1,28.4309361356733
P02751,2,28.7630975055386
P02751,3,27.898160537079
P02751,4,29.044372939279
P02751,5,28.2036850974362
P02751,6,28.635714301468
P02751,7,28.2449958351379
P02751,8,27.8967179284744
P02751,9,28.2373111439901
P02751,10,27.6577867286564
P02751,11,28.1182275865263
P02751,12,28.2027981325398
P02751,13,27.3043465863862
P02751,14,28.4601789554476
P02751,15,28.3635675300638
P01602,1,27.5848435984822
P01602,2,27.1194154787637
P01602,3,25.5722184157487
P01602,4,26.6467755632277
P01602,5,26.3752746678575
P01602,6,27.1034959236776
P01602,7,26.1764366054446
P01602,8,25.856666021586
P01602,9,26.1042360904543
P01602,10,27.4245433256522
P01602,11,25.9632725285845
P01602,12,26.7378926267142
P01602,13,27.2657971538601
P01602,14,27.3326187286455
P01602,15,27.2791456487999
P02776,1,20.451714196205
P02776,2,22.7009383287384
P02776,3,
P02776,4,25.745426702225
P02776,5,24.1209978151339
P02776,6,25.5806666346115
P02776,7,29.115551247437
P02776,8,22.1834088280789
P02776,9,22.4577375646688
P02776,10,21.6055771779414
P02776,11,18.9472944855134
P02776,12,
P02776,13,24.0057314448312
P02776,14,23.4095048853187
P02776,15,23.0453024020927
A0A0C4DH67,1,22.7699959912312
A0A0C4DH67,2,26.9658723370922
A0A0C4DH67,3,23.5591754074538
A0A0C4DH67,4,23.2593996210698
A0A0C4DH67,5,22.42100874525
A0A0C4DH67,6,27.8037201372936
A0A0C4DH67,7,27.4042187972975
A0A0C4DH67,8,27.1229732981769
A0A0C4DH67,9,26.8216504076188
A0A0C4DH67,10,23.2296989730547
A0A0C4DH67,11,26.4362048503521
A0A0C4DH67,12,27.8528144579098
A0A0C4DH67,13,28.2464916310633
A0A0C4DH67,14,27.6075256022659
A0A0C4DH67,15,22.9013361133115
P02774,1,26.3947005415754
P02774,2,26.862897054218
P02774,3,26.3272997632561
P02774,4,27.6649907041647
P02774,5,27.1388757927696
P02774,6,27.1468588749754
P02774,7,26.8968911176914
P02774,8,26.1787935470509
P02774,9,26.6975010627946
P02774,10,25.8532667171431
P02774,11,24.9790197097406
P02774,12,26.4791417848305
P02774,13,25.208958268135
P02774,14,25.8661794232886
P02774,15,25.8919412669289
P01871,1,34.3956037215141
P01871,2,34.2407606762841
P01871,3,33.5179392644381
P01871,4,34.0832193992976
P01871,5,33.7553338491138
P01871,6,34.0348563777362
P01871,7,33.7352960958773
P01871,8,33.7848781247278
P01871,9,33.1883079964939
P01871,10,34.5469683130497
P01871,11,32.5549928591941
P01871,12,34.1827550728485
P01871,13,34.7799959033481
P01871,14,33.9932772739848
P01871,15,34.2619252862821
P36955,1,21.1038640540812
P36955,2,22.6372811233803
P36955,3,21.6120729704765
P36955,4,23.9765746113316
P36955,5,21.9870071979383
P36955,6,22.0359387797963
P36955,7,21.5530930129956
P36955,8,22.1242993047417
P36955,9,22.5585449660674
P36955,10,22.4676463434024
P36955,11,21.7683410382169
P36955,12,18.8255364683411
P36955,13,
P36955,14,21.3966549482102
P36955,15,21.8651412075852
P23142,1,21.079200896148
P23142,2,21.0971911365031
P23142,3,17.8891117700813
P23142,4,20.1599255235252
P23142,5,20.9834278681594
P23142,6,20.1991642911761
P23142,7,20.6981213294005
P23142,8,20.312851941828
P23142,9,
P23142,10,18.4788407035655
P23142,11,17.2243974261924
P23142,12,20.9730919315085
P23142,13,21.6739197781099
P23142,14,20.5108452801528
P23142,15,21.6124329917002
P04114,1,24.3509726232248
P04114,2,24.4752500362299
P04114,3,23.3118824352119
P04114,4,25.4027235069135
P04114,5,24.5526826985069
P04114,6,24.3192068282768
P04114,7,25.2441974427318
P04114,8,23.9177064134234
P04114,9,24.5944576487304
P04114,10,24.7044043659842
P04114,11,23.5371814240263
P04114,12,24.4733931262762
P04114,13,22.7584729198685
P04114,14,24.3900161967621
P04114,15,24.5831943532448
P0DOX5,1,31.4560613122104
P0DOX5,2,32.67162334947
P0DOX5,3,31.9011349666147
P0DOX5,4,33.0247220006025
P0DOX5,5,32.1112599949613
P0DOX5,6,32.5687821097112
P0DOX5,7,32.9819444227082
P0DOX5,8,31.1890153444341
P0DOX5,9,31.9544911583798
P0DOX5,10,32.0287118574383
P0DOX5,11,31.2639408493805
P0DOX5,12,32.1318235177195
P0DOX5,13,31.5155915095817
P0DOX5,14,32.3956547894612
P0DOX5,15,31.535426691167
P01766,1,23.9542914635853
P01766,2,25.409116385238
P01766,3,21.8475865358095
P01766,4,24.2834088776179
P01766,5,22.5402122473313
P01766,6,23.8624951003882
P01766,7,23.5729989932158
P01766,8,24.2249390535289
P01766,9,22.9646919878114
P01766,10,24.9689947216889
P01766,11,
P01766,12,23.6384306107867
P01766,13,24.4512362702179
P01766,14,
P01766,15,23.5953685848559
A0A0B4J1V0,1,27.4938109935452
A0A0B4J1V0,2,25.255875149318
A0A0B4J1V0,3,23.2089880263892
A0A0B4J1V0,4,24.7690072841805
A0A0B4J1V0,5,24.85918062675
A0A0B4J1V0,6,25.4665328191288
A0A0B4J1V0,7,27.7976729037173
A0A0B4J1V0,8,23.5847432635117
A0A0B4J1V0,9,26.9218427526428
A0A0B4J1V0,10,25.793796769523
A0A0B4J1V0,11,23.8198734645327
A0A0B4J1V0,12,28.0153669828504
A0A0B4J1V0,13,25.6536246790203
A0A0B4J1V0,14,24.8089201957734
A0A0B4J1V0,15,26.0799332906341
A0A0B4J1X5,1,28.8989965895815
A0A0B4J1X5,2,28.5096015410207
A0A0B4J1X5,3,27.102394973508
A0A0B4J1X5,4,27.676267883532
A0A0B4J1X5,5,27.8337024607121
A0A0B4J1X5,6,28.2047580627066
A0A0B4J1X5,7,27.8411016842711
A0A0B4J1X5,8,26.4169470911643
A0A0B4J1X5,9,27.3964818384579
A0A0B4J1X5,10,28.4601398881949
A0A0B4J1X5,11,23.2756869038456
A0A0B4J1X5,12,28.6601693799674
A0A0B4J1X5,13,28.9717212757678
A0A0B4J1X5,14,21.869289595086
A0A0B4J1X5,15,28.6590125836554
P01743,1,25.4639478736815
P01743,2,25.6804322838599
P01743,3,24.4482771530347
P01743,4,24.3421132000782
P01743,5,23.5919496045666
P01743,6,24.8242995843073
P01743,7,24.0364922530251
P01743,8,22.0854387441727
P01743,9,23.5870348929998
P01743,10,25.2262995836865
P01743,11,23.9186165163055
P01743,12,24.2642049034193
P01743,13,24.9321094785504
P01743,14,25.6295647353452
P01743,15,24.2955105602336
P01599,1,25.6949535843627
P01599,2,25.7360868392122
P01599,3,23.9916159529941
P01599,4,26.2298236363262
P01599,5,26.3701941074126
P01599,6,26.5566490640623
P01599,7,25.975175549421
P01599,8,24.0154626949485
P01599,9,24.8278404181316
P01599,10,26.8961982360448
P01599,11,
P01599,12,26.9708166530271
P01599,13,26.5129951432149
P01599,14,
P01599,15,25.3071641132504
O95445,1,22.9261844962235
O95445,2,22.7990104139423
O95445,3,21.8191718214739
O95445,4,24.3473948267971
O95445,5,23.5651160276184
O95445,6,23.1833482462765
O95445,7,23.6627518108964
O95445,8,21.0676943174011
O95445,9,23.6327849141835
O95445,10,23.0918111253149
O95445,11,19.6666227696341
O95445,12,22.827375270206
O95445,13,22.1333905958365
O95445,14,21.6375464710067
O95445,15,24.149962280401
P04430,1,26.4800822590047
P04430,2,24.4930169111097
P04430,3,25.2490535421542
P04430,4,25.7230701095159
P04430,5,26.4314622797597
P04430,6,25.4646646478857
P04430,7,26.414481372195
P04430,8,25.0967569700113
P04430,9,25.1799136445828
P04430,10,27.3162228271404
P04430,11,25.5078488269455
P04430,12,26.2288700550666
P04430,13,26.8825034976387
P04430,14,26.2158791059287
P04430,15,26.8082082932214
P01008,1,25.7321579005634
P01008,2,26.1461596877902
P01008,3,25.5823905594254
P01008,4,26.7227314578792
P01008,5,26.1183266149123
P01008,6,26.5246234909941
P01008,7,26.4627004610052
P01008,8,25.4763012252568
P01008,9,26.401421993448
P01008,10,25.3116745990031
P01008,11,25.1587705358397
P01008,12,25.4416126933027
P01008,13,24.6967319860917
P01008,14,25.5646219091762
P01008,15,25.8279615257951
P19652,1,23.5312434215667
P19652,2,25.4970438907891
P19652,3,22.9599432274622
P19652,4,26.8699719929944
P19652,5,24.9641102665942
P19652,6,26.546484498011
P19652,7,25.071897335085
P19652,8,24.474878845394
P19652,9,24.4985663314033
P19652,10,23.4647581139245
P19652,11,23.9619929372237
P19652,12,24.2722020456279
P19652,13,24.706302926774
P19652,14,24.4541265621946
P19652,15,25.9284318084716
P02753,1,23.2112330037962
P02753,2,23.1045360499203
P02753,3,23.4509846666175
P02753,4,24.9455220657809
P02753,5,24.078956682006
P02753,6,24.5781920778008
P02753,7,24.0429338002518
P02753,8,23.3527245299864
P02753,9,24.7186875521375
P02753,10,23.5806091349586
P02753,11,23.3374248192739
P02753,12,22.805775355202
P02753,13,22.8362068033698
P02753,14,23.1859812059349
P02753,15,23.3314232428966
Q13790,1,
Q13790,2,21.3972818889201
Q13790,3,19.0637373858052
Q13790,4,22.4295896087171
Q13790,5,22.1138477011744
Q13790,6,20.5815978098518
Q13790,7,22.1020064378323
Q13790,8,20.9802232711645
Q13790,9,21.6404179464294
Q13790,10,20.8078988743306
Q13790,11,21.7409006890977
Q13790,12,21.7405713442633
Q13790,13,19.6908607814384
Q13790,14,19.684984841299
Q13790,15,21.5612282692516
P00748,1,21.7981205266989
P00748,2,20.5367784134053
P00748,3,20.0160410862611
P00748,4,23.0189804910274
P00748,5,22.4823953739732
P00748,6,21.7922533262061
P00748,7,23.6032016259201
P00748,8,20.0804376128552
P00748,9,22.6269388609669
P00748,10,24.3740476747941
P00748,11,20.9005808768405
P00748,12,20.1291823790152
P00748,13,20.2222288811355
P00748,14,20.0664466236673
P00748,15,19.9784088235271
A0A075B6K5,1,21.1647203727635
A0A075B6K5,2,22.7603829133004
A0A075B6K5,3,21.9911315136215
A0A075B6K5,4,22.2882194878898
A0A075B6K5,5,22.9582978198117
A0A075B6K5,6,23.6476815114483
A0A075B6K5,7,23.4234216656538
A0A075B6K5,8,
A0A075B6K5,9,23.0697768741559
A0A075B6K5,10,18.1972934955291
A0A075B6K5,11,22.8559725483509
A0A075B6K5,12,
A0A075B6K5,13,24.262126969355
A0A075B6K5,14,23.5681351909114
A0A075B6K5,15,25.3352453154457
P01023,1,34.0592405363632
P01023,2,33.6943658318224
P01023,3,33.4334057542265
P01023,4,33.6943658318224
P01023,5,33.9417469733447
P01023,6,33.8515491643731
P01023,7,33.7251718786036
P01023,8,33.2141213121363
P01023,9,32.8941754284452
P01023,10,33.2478501010704
P01023,11,32.0953440197214
P01023,12,33.7251718786036
P01023,13,33.0918969813751
P01023,14,33.8515491643731
P01023,15,33.27586447724
P0C0L5,1,28.5897443413607
P0C0L5,2,24.3601129931993
P0C0L5,3,28.3219955105113
P0C0L5,4,29.2707505031805
P0C0L5,5,28.5070699992793
P0C0L5,6,24.2283930279735
P0C0L5,7,22.8590289257953
P0C0L5,8,22.5809311035019
P0C0L5,9,24.4319244904543
P0C0L5,10,28.1674870568864
P0C0L5,11,23.5946854366903
P0C0L5,12,23.976399802772
P0C0L5,13,23.1616485855431
P0C0L5,14,21.9845408441382
P0C0L5,15,27.8075328885551
P01834,1,31.9238342461049
P01834,2,32.4156865555148
P01834,3,31.6119720499696
P01834,4,32.5121804643185
P01834,5,31.8986867300765
P01834,6,32.3854822015363
P01834,7,32.3222480761174
P01834,8,31.5972153786646
P01834,9,31.1557511721901
P01834,10,32.4210653442807
P01834,11,30.8114580911047
P01834,12,31.7623214330087
P01834,13,32.6902706593277
P01834,14,32.148587180209
P01834,15,32.658808346809
P02656,1,25.5609251894038
P02656,2,24.2589685154216
P02656,3,22.8382283152577
P02656,4,26.7188181777921
P02656,5,25.9748255718486
P02656,6,27.1671041760346
P02656,7,25.8271862610145
P02656,8,26.6184892377638
P02656,9,27.4686316242138
P02656,10,24.6918427507879
P02656,11,25.3199647815097
P02656,12,23.6418515437597
P02656,13,25.4592957772176
P02656,14,24.2140825088616
P02656,15,27.1039960779697
P01701,1,27.5203581481568
P01701,2,27.6585359860302
P01701,3,26.0921661152047
P01701,4,27.267762678743
P01701,5,27.477150891749
P01701,6,27.4144975016948
P01701,7,27.4323706223813
P01701,8,26.5290699478041
P01701,9,26.7977347383632
P01701,10,27.9243936374487
P01701,11,24.5725943020638
P01701,12,27.0862854330665
P01701,13,28.0043711038684
P01701,14,26.7770586202685
P01701,15,27.9825055345494
A0A0B4J1U7,1,27.589637203911
A0A0B4J1U7,2,27.4915956344387
A0A0B4J1U7,3,26.5607503066784
A0A0B4J1U7,4,28.6628197072204
A0A0B4J1U7,5,27.8470894700761
A0A0B4J1U7,6,27.4885343738537
A0A0B4J1U7,7,26.5867772663288
A0A0B4J1U7,8,27.5927053267696
A0A0B4J1U7,9,25.4554441206527
A0A0B4J1U7,10,28.6304121170189
A0A0B4J1U7,11,24.3873231915104
A0A0B4J1U7,12,25.3365397929133
A0A0B4J1U7,13,28.0281256115827
A0A0B4J1U7,14,24.7388204380555
A0A0B4J1U7,15,26.2941085922491
O75882,1,20.3735831348841
O75882,2,20.675557392515
O75882,3,19.3931599899566
O75882,4,21.7859233489857
O75882,5,20.5643020952747
O75882,6,20.3799409639362
O75882,7,20.7957448070257
O75882,8,
O75882,9,20.3963413756589
O75882,10,19.2327581761839
O75882,11,19.2793929416926
O75882,12,19.6578068955866
O75882,13,
O75882,14,19.7390389023687
O75882,15,19.4569960406652
P0DOX3,1,22.8408424510929
P0DOX3,2,23.4102815717659
P0DOX3,3,22.006382240929
P0DOX3,4,23.8518618695352
P0DOX3,5,22.3932804661903
P0DOX3,6,21.863743155631
P0DOX3,7,21.7333480509489
P0DOX3,8,21.0762023422093
P0DOX3,9,21.2426065993465
P0DOX3,10,23.2581059174641
P0DOX3,11,22.1944226270059
P0DOX3,12,
P0DOX3,13,22.293814005801
P0DOX3,14,23.9723733487641
P0DOX3,15,23.8660850709103
P0DOX7,1,33.0691041127614
P0DOX7,2,33.369840625449
P0DOX7,3,32.385636478471
P0DOX7,4,33.4209148100433
P0DOX7,5,32.9929735167375
P0DOX7,6,33.6198188784574
P0DOX7,7,33.4334057542265
P0DOX7,8,33.0466935232725
P0DOX7,9,32.2689395944939
P0DOX7,10,33.7848781247278
P0DOX7,11,32.0539759863422
P0DOX7,12,32.8061657617258
P0DOX7,13,33.289670276765
P0DOX7,14,33.289670276765
P0DOX7,15,32.6724876995097
Q16610,1,21.7990301829813
Q16610,2,21.31002470324
Q16610,3,21.2234078425813
Q16610,4,21.8780374377061
Q16610,5,20.6111725241604
Q16610,6,21.1623864111853
Q16610,7,21.0697277145536
Q16610,8,19.7974557194402
Q16610,9,21.7308631442788
Q16610,10,20.4071723140088
Q16610,11,19.7048560280128
Q16610,12,20.385955059553
Q16610,13,19.6371838170211
Q16610,14,20.6723666373656
Q16610,15,19.4256052144853
Q15848,1,
Q15848,2,20.8590858155227
Q15848,3,20.8023080943131
Q15848,4,21.1619560587526
Q15848,5,23.5637204337578
Q15848,6,23.384427534038
Q15848,7,22.7360971644216
Q15848,8,21.7103658806992
Q15848,9,22.1847409845144
Q15848,10,22.6711358806951
Q15848,11,
Q15848,12,22.5152561262428
Q15848,13,20.3005045015221
