sector_group_cn,sector_group_en,sector_cn,sector_en,metric,value
(3) Manufacturing Industry,Manufacture,Chemical Raw Materials and Chemical Products Manufacturing,Manufacture of Raw Chemical Materials,number_of_projects_under_construction,-4.4
(3) Manufacturing Industry,Manufacture,Pharmaceutical Manufacturing,Manufacture of Medicines,number_of_projects_under_construction,0.3
(3) Manufacturing Industry,Manufacture,Chemical Fiber Manufacturing Industry,Manufacture of Chemical Fibers,number_of_projects_under_construction,7.1
(3) Manufacturing Industry,Manufacture,Rubber and Plastic Products Industry,Manufacture of Rubber and Plastic,number_of_projects_under_construction,-13.8
(3) Manufacturing Industry,Manufacture,Non-metallic Mineral Products Industry,Nonmetal Mineral Products,number_of_projects_under_construction,-12.8
(3) Manufacturing Industry,Manufacture,Ferroalloy Smelting and Rolling Industry,Smelting and Pressing of Ferrous Metals,number_of_projects_under_construction,7.6
(3) Manufacturing Industry,Manufacture,Non-ferrous Metal Smelting and Rolling Processing Industry,Smelting and Pressing of Nonferrous Metals,number_of_projects_under_construction,-8.4
(3) Manufacturing Industry,Manufacture,Metal Products Industry,Manufacture of Metal Products,number_of_projects_under_construction,-6.5
(3) Manufacturing Industry,Manufacture,General Equipment Manufacturing Industry,Manufacture of General Purpose Machinery,number_of_projects_under_construction,-15.6
(3) Manufacturing Industry,Manufacture,Special-purpose Equipment Manufacturing Industry,Manufacture of Special Purpose Machinery,number_of_projects_under_construction,-2.7
(3) Manufacturing Industry,Manufacture,Automobile Manufacturing Industry,Manufacture of Automotive,number_of_projects_under_construction,-8.9
(3) Manufacturing Industry,Manufacture,"Railways, Ships, Aerospace and","Manufacture of Railroad,Marine,Aerospace and",number_of_projects_under_construction,-6.9
(3) Manufacturing Industry,Manufacture,Electromechanical and Equipment Manufacturing Industry,Manufacture of Electrical  Machinery & Equipment,number_of_projects_under_construction,-0.3
(3) Manufacturing Industry,Manufacture,"Computer, Communication, and Other Electronics","Manufacture of Computer, Communications and",number_of_projects_under_construction,24.7
(3) Manufacturing Industry,Manufacture,Instrument and Meter Manufacturing Industry,Manufacture of Measuring Instrument,number_of_projects_under_construction,56.4
(3) Manufacturing Industry,Manufacture,Other Manufacturing,Other Manufacture,number_of_projects_under_construction,-14.3
(3) Manufacturing Industry,Manufacture,Comprehensive utilization industry of waste resources,Comprehensive Utilization of Waste,number_of_projects_under_construction,-23.9
(3) Manufacturing Industry,Manufacture,"Metal Products, Machinery, and Equipment","Metal Products, Machinery and Equipment",number_of_projects_under_construction,-9.1
"(4) Electricity, Heat, Gas, and Water","   Production and Supply of Electric, Heat, Gas and ","Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power,number_of_projects_under_construction,3.7
"(4) Electricity, Heat, Gas, and Water","   Production and Supply of Electric, Heat, Gas and ",Gas Production and Supply Industry,Production and Supply of Gas,number_of_projects_under_construction,14.9
"(4) Electricity, Heat, Gas, and Water","   Production and Supply of Electric, Heat, Gas and ",Water Production and Supply Industry,Production and Supply of Tap Water,number_of_projects_under_construction,-4.0
(5) Construction Industry,Construction,House Building Construction,Building Construction,number_of_projects_under_construction,-33.3
(5) Construction Industry,Construction,Civil Engineering Construction Industry,Civil Engineering Construction,number_of_projects_under_construction,172.7
(5) Construction Industry,Construction,Construction and Installation Industry,Construction Installment,number_of_projects_under_construction,0.0
(5) Construction Industry,Construction,Building Decoration and Other Building Industries,Construction Decoration and Others,number_of_projects_under_construction,100.0
(6) Wholesale and Retail Trade,Wholesale and Retail Trade,Wholesale industry,Wholesale,number_of_projects_under_construction,14.7
(6) Wholesale and Retail Trade,Wholesale and Retail Trade,Retail industry,Retail Trade,number_of_projects_under_construction,-4.3
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Railway Transportation Industry,Railway Transport,number_of_projects_under_construction,2.7
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Road Transportation Industry,Road Transport,number_of_projects_under_construction,-4.2
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Water Transport Industry,Waterway Transport,number_of_projects_under_construction,-20.7
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Aviation Transportation Industry,Air Transport,number_of_projects_under_construction,-20.0
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Pipeline Transportation Industry,Pipeline Transport,number_of_projects_under_construction,39.4
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Multimodal Transport and Freight Agency Industry,Multimodal transport and Transportation agency,number_of_projects_under_construction,-12.5
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services","Loading, Unloading, Handling and Storage Industry",Loading and Unloading and Storage,number_of_projects_under_construction,5.6
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Postal Services,Postal Services,number_of_projects_under_construction,0.0
(8) Accommodation and Catering Industry,Accommodations and Catering Services,Accommodation Industry,Accommodations,number_of_projects_under_construction,26.2
(8) Accommodation and Catering Industry,Accommodations and Catering Services,Catering Industry,Catering Services,number_of_projects_under_construction,30.9
"(9) Information Transmission, Software, and Information","Information Transmission, Computer","Telecommunications, Radio, Television, and Satellite","Telecommunications, Radio and Television and",number_of_projects_under_construction,0.7
"(9) Information Transmission, Software, and Information","Information Transmission, Computer",Internet and related services,Internet and related Services,number_of_projects_under_construction,8.4
"(9) Information Transmission, Software, and Information","Information Transmission, Computer",Software and Information Technology Services Industry,Software and Information Technology Services,number_of_projects_under_construction,6.2
(10) Financial Industry,Finance ,Monetary and Financial Services,Monetary and Financial Services,number_of_projects_under_construction,-37.1
(10) Financial Industry,Finance ,Capital Market Services,Capital Market Services,number_of_projects_under_construction,-20.0
(10) Financial Industry,Finance ,Insurance industry,Insurance,number_of_projects_under_construction,-50.0
(10) Financial Industry,Finance ,Other Financial Services,Others,number_of_projects_under_construction,-10.0
(12) Leasing and Business Services,Leasing and Business Services,Leasing Industry,Leasing Services,number_of_projects_under_construction,225.0
(12) Leasing and Business Services,Leasing and Business Services,Business and Service Industry,Business Services,number_of_projects_under_construction,-6.6
(Thirteen) Scientific Research and Technical Services,Scientific Research and Technical Services,Research and Experimental Development,Research and Experimental Development,number_of_projects_under_construction,24.1
(Thirteen) Scientific Research and Technical Services,Scientific Research and Technical Services,Professional and Technical Service Industry,Special Technical Services,number_of_projects_under_construction,3.4
(Thirteen) Scientific Research and Technical Services,Scientific Research and Technical Services,Technology Promotion and Application Service Industry,Science and Technology Promotion and,number_of_projects_under_construction,50.5
"(14) Water Conservancy, Environment, and Public Facility Management","Management of Water Conservancy,",Water Conservancy Management Industry,Management of Water Conservancy,number_of_projects_under_construction,-0.4
"(14) Water Conservancy, Environment, and Public Facility Management","Management of Water Conservancy,",Ecological Conservation and Environmental Management Industry,Ecological Protection and Environmental,number_of_projects_under_construction,1.4
"(14) Water Conservancy, Environment, and Public Facility Management","Management of Water Conservancy,",Public Facilities Management Industry,Management of Public Facilities,number_of_projects_under_construction,-2.4
"(14) Water Conservancy, Environment, and Public Facility Management","Management of Water Conservancy,",Land Management Industry,Management of  Land,number_of_projects_under_construction,10.6
"(15) Resident Services, Repair and Other Service Industries","Households Services, Repair and Other Services",Resident Services Industry,Services to Households,number_of_projects_under_construction,-22.6
"(15) Resident Services, Repair and Other Service Industries","Households Services, Repair and Other Services","Motor vehicles, electronic products and","Motor Vehicles, Electronics and",number_of_projects_under_construction,-36.4
"(15) Resident Services, Repair and Other Service Industries","Households Services, Repair and Other Services",Other Service Industries,Other Services,number_of_projects_under_construction,-7.1
(16) Education,Education,Education,Education,number_of_projects_under_construction,-8.3
(17) Health and Social Work,Health and Social Work ,Healthcare,Health Care,number_of_projects_under_construction,-19.6
(17) Health and Social Work,Health and Social Work ,Social Work,Social Work,number_of_projects_under_construction,-11.8
"(18) Culture, Sports, and Entertainment Industry","Culture, Sports and Recreation",News and Publishing Industry,News and Publication,number_of_projects_under_construction,0.0
"(18) Culture, Sports, and Entertainment Industry","Culture, Sports and Recreation","Broadcasting, Television, Film and","Radio, Television, Film and Video",number_of_projects_under_construction,-11.1
"(18) Culture, Sports, and Entertainment Industry","Culture, Sports and Recreation",Cultural and Artistic Industry,Culture and Arts,number_of_projects_under_construction,1.2
"(18) Culture, Sports, and Entertainment Industry","Culture, Sports and Recreation",Sports,Sports,number_of_projects_under_construction,-24.5
"(18) Culture, Sports, and Entertainment Industry","Culture, Sports and Recreation",Entertainment Industry,Recreation,number_of_projects_under_construction,-21.5
"(19) Public Administration, Social Security, and","Public Management,Social Security and",The Organization of the Communist Party of China,CPC Agencies,number_of_projects_under_construction,300.0
"(19) Public Administration, Social Security, and","Public Management,Social Security and",National Institutions,Government Agencies,number_of_projects_under_construction,-18.5
"(19) Public Administration, Social Security, and","Public Management,Social Security and",Social Security,Social Security,number_of_projects_under_construction,0.0
"(19) Public Administration, Social Security, and","Public Management,Social Security and","Public groups, social organizations and","Mass Organizations, Social Organizations and",number_of_projects_under_construction,-50.0
"(19) Public Administration, Social Security, and","Public Management,Social Security and",Grassroots Mass Autonomous Organizations,Self-governing Mass Organizations at the,number_of_projects_under_construction,13.6
"(1) Agriculture, Forestry, Animal Husbandry, and Fishery","Farming, Forestry, Animal Husbandry and Fishery",Agriculture,Farming,newly_started_projects,5.4
"(1) Agriculture, Forestry, Animal Husbandry, and Fishery","Farming, Forestry, Animal Husbandry and Fishery",Forestry,Forestry,newly_started_projects,-46.7
"(1) Agriculture, Forestry, Animal Husbandry, and Fishery","Farming, Forestry, Animal Husbandry and Fishery",Livestock industry,Animal Husbandry,newly_started_projects,27.5
"(1) Agriculture, Forestry, Animal Husbandry, and Fishery","Farming, Forestry, Animal Husbandry and Fishery",Fishing,Fishery,newly_started_projects,73.1
"(1) Agriculture, Forestry, Animal Husbandry, and Fishery","Farming, Forestry, Animal Husbandry and Fishery","Agriculture, Forestry, Animal Husbandry, Fishery and Auxiliary Activities","Services for Farming, Forestry, Animal",newly_started_projects,-0.9
(2) Mining Industry,Mining ,Coal Mining and Washing Industry,Mining and Washing of Coal,newly_started_projects,-25.0
(2) Mining Industry,Mining ,Petroleum and Natural Gas Extraction Industry,Extraction of Petroleum and Natural Gas,newly_started_projects,20.0
(2) Mining Industry,Mining ,Iron and Steel Metal Ore Mining and Dressing Industry,Mining and Dressing of Ferrous Metal Ores,newly_started_projects,-25.0
(2) Mining Industry,Mining ,Non-ferrous Metal Ore Mining and Dressing Industry,Mining and Dressing of Nonferrous Metals Ores,newly_started_projects,6.7
(2) Mining Industry,Mining ,Non-metallic Mineral Mining and Dressing Industry,Mining and Dressing of Nonmetal Ores,newly_started_projects,-20.0
(2) Mining Industry,Mining ,Mining and auxiliary activities,Mining Specialties and Auxiliary Activities,newly_started_projects,16.7
(3) Manufacturing Industry,Manufacture,Agricultural and sideline food processing industry,Processing of Farm and Sideline Food,newly_started_projects,9.9
(3) Manufacturing Industry,Manufacture,Food Manufacturing Industry,Manufacture of Food,newly_started_projects,2.1
(3) Manufacturing Industry,Manufacture,"Alcoholic Drinks, Beverages, and Refined Tea Manufacturing","Manufacture of Wine, Drinks and Refined Tea",newly_started_projects,16.1
(3) Manufacturing Industry,Manufacture,Tobacco Product Manufacturing,Tobacco Products,newly_started_projects,-16.7
(3) Manufacturing Industry,Manufacture,"Leather, Fur, Feather and Their Products","Manufacture of Leather, Fur, Feather & Its Products",newly_started_projects,32.1
(3) Manufacturing Industry,Manufacture,"Wood Processing and Wood, Bamboo, Rattan, and Palm;","Timber Processing, Bamboo, Cane,",newly_started_projects,-5.5
(3) Manufacturing Industry,Manufacture,Furniture Manufacturing Industry,Manufacture of Furniture,newly_started_projects,7.6
(3) Manufacturing Industry,Manufacture,Papermaking and Paper Product Industry,Papermaking and Paper Products,newly_started_projects,4.5
(3) Manufacturing Industry,Manufacture,Printing and Reproduction of Recorded Media Industry,"Printing, Reproduction of Recording Media",newly_started_projects,-17.4
(3) Manufacturing Industry,Manufacture,"Cultural and Educational, Arts and Crafts, Sports, and Entertainment","Manufacture of Culture, Education,Arts and Crafts,",newly_started_projects,-9.8
(3) Manufacturing Industry,Manufacture,"Petroleum, Coal, and Other Fuel Processing Industry","Processing of Oil, Coal and Other Fuel",newly_started_projects,-29.4
(3) Manufacturing Industry,Manufacture,Chemical Raw Materials and Chemical Products Manufacturing,Manufacture of Raw Chemical Materials,newly_started_projects,-22.3
(3) Manufacturing Industry,Manufacture,Pharmaceutical Manufacturing,Manufacture of Medicines,newly_started_projects,-5.1
(3) Manufacturing Industry,Manufacture,Chemical Fiber Manufacturing Industry,Manufacture of Chemical Fibers,newly_started_projects,-3.8
(3) Manufacturing Industry,Manufacture,Rubber and Plastic Products Industry,Manufacture of Rubber and Plastic,newly_started_projects,-23.1
(3) Manufacturing Industry,Manufacture,Non-metallic Mineral Products Industry,Nonmetal Mineral Products,newly_started_projects,-24.9
(3) Manufacturing Industry,Manufacture,Ferroalloy Smelting and Rolling Industry,Smelting and Pressing of Ferrous Metals,newly_started_projects,8.8
(3) Manufacturing Industry,Manufacture,Non-ferrous Metal Smelting and Rolling Processing Industry,Smelting and Pressing of Nonferrous Metals,newly_started_projects,-14.8
(3) Manufacturing Industry,Manufacture,Metal Products Industry,Manufacture of Metal Products,newly_started_projects,-18.3
(3) Manufacturing Industry,Manufacture,General Equipment Manufacturing Industry,Manufacture of General Purpose Machinery,newly_started_projects,-20.7
(3) Manufacturing Industry,Manufacture,Special-purpose Equipment Manufacturing Industry,Manufacture of Special Purpose Machinery,newly_started_projects,-5.6
(3) Manufacturing Industry,Manufacture,Automobile Manufacturing Industry,Manufacture of Automotive,newly_started_projects,-26.8
(3) Manufacturing Industry,Manufacture,"Railways, Ships, Aerospace and","Manufacture of Railroad,Marine,Aerospace and",newly_started_projects,-11.8
(3) Manufacturing Industry,Manufacture,Electromechanical and Equipment Manufacturing Industry,Manufacture of Electrical  Machinery & Equipment,newly_started_projects,-7.3
(3) Manufacturing Industry,Manufacture,"Computer, Communication, and Other Electronics","Manufacture of Computer, Communications and",newly_started_projects,14.5
(3) Manufacturing Industry,Manufacture,Instrument and Meter Manufacturing Industry,Manufacture of Measuring Instrument,newly_started_projects,56.3
(3) Manufacturing Industry,Manufacture,Other Manufacturing,Other Manufacture,newly_started_projects,33.3
(3) Manufacturing Industry,Manufacture,Comprehensive utilization industry of waste resources,Comprehensive Utilization of Waste,newly_started_projects,-41.8
(3) Manufacturing Industry,Manufacture,"Metal Products, Machinery, and Equipment","Metal Products, Machinery and Equipment",newly_started_projects,10.0
"(4) Electricity, Heat, Gas, and Water","   Production and Supply of Electric, Heat, Gas and ","Electricity, Heat Production and Supply Industry",Production and Supply of Electric Power,newly_started_projects,-13.3
"(4) Electricity, Heat, Gas, and Water","   Production and Supply of Electric, Heat, Gas and ",Gas Production and Supply Industry,Production and Supply of Gas,newly_started_projects,25.4
"(4) Electricity, Heat, Gas, and Water","   Production and Supply of Electric, Heat, Gas and ",Water Production and Supply Industry,Production and Supply of Tap Water,newly_started_projects,-21.7
(5) Construction Industry,Construction,House Building Construction,Building Construction,newly_started_projects,-25.0
(5) Construction Industry,Construction,Civil Engineering Construction Industry,Civil Engineering Construction,newly_started_projects,200.0
(5) Construction Industry,Construction,Construction and Installation Industry,Construction Installment,newly_started_projects,-100.0
(5) Construction Industry,Construction,Building Decoration and Other Building Industries,Construction Decoration and Others,newly_started_projects,100.0
(6) Wholesale and Retail Trade,Wholesale and Retail Trade,Wholesale industry,Wholesale,newly_started_projects,56.0
(6) Wholesale and Retail Trade,Wholesale and Retail Trade,Retail industry,Retail Trade,newly_started_projects,-14.9
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Railway Transportation Industry,Railway Transport,newly_started_projects,7.1
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Road Transportation Industry,Road Transport,newly_started_projects,-1.1
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Water Transport Industry,Waterway Transport,newly_started_projects,-14.3
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Aviation Transportation Industry,Air Transport,newly_started_projects,0.0
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Pipeline Transportation Industry,Pipeline Transport,newly_started_projects,64.3
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Multimodal Transport and Freight Agency Industry,Multimodal transport and Transportation agency,newly_started_projects,22.2
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services","Loading, Unloading, Handling and Storage Industry",Loading and Unloading and Storage,newly_started_projects,9.2
"(7) Transportation, Warehousing, and Postal Services","Transport, Storage and Postal Services",Postal Services,Postal Services,newly_started_projects,75.0
(8) Accommodation and Catering Industry,Accommodations and Catering Services,Accommodation Industry,Accommodations,newly_started_projects,88.2
(8) Accommodation and Catering Industry,Accommodations and Catering Services,Catering Industry,Catering Services,newly_started_projects,48.1
"(9) Information Transmission, Software, and Information","Information Transmission, Computer","Telecommunications, Radio, Television, and Satellite","Telecommunications, Radio and Television and",newly_started_projects,-7.9
"(9) Information Transmission, Software, and Information","Information Transmission, Computer",Internet and related services,Internet and related Services,newly_started_projects,1.0
"(9) Information Transmission, Software, and Information","Information Transmission, Computer",Software and Information Technology Services Industry,Software and Information Technology Services,newly_started_projects,25.3
(10) Financial Industry,Finance ,Monetary and Financial Services,Monetary and Financial Services,newly_started_projects,-60.0
(10) Financial Industry,Finance ,Capital Market Services,Capital Market Services,newly_started_projects,0.0
(10) Financial Industry,Finance ,Insurance industry,Insurance,newly_started_projects,-50.0
(10) Financial Industry,Finance ,Other Financial Services,Others,newly_started_projects,-50.0
(12) Leasing and Business Services,Leasing and Business Services,Leasing Industry,Leasing Services,newly_started_projects,900.0
(12) Leasing and Business Services,Leasing and Business Services,Business and Service Industry,Business Services,newly_started_projects,-36.3
(Thirteen) Scientific Research and Technical Services,Scientific Research and Technical Services,Research and Experimental Development,Research and Experimental Development,newly_started_projects,45.9
(Thirteen) Scientific Research and Technical Services,Scientific Research and Technical Services,Professional and Technical Service Industry,Special Technical Services,newly_started_projects,-16.7
(Thirteen) Scientific Research and Technical Services,Scientific Research and Technical Services,Technology Promotion and Application Service Industry,Science and Technology Promotion and,newly_started_projects,64.3
"(14) Water Conservancy, Environment, and Public Facility Management","Management of Water Conservancy,",Water Conservancy Management Industry,Management of Water Conservancy,newly_started_projects,-31.5
"(14) Water Conservancy, Environment, and Public Facility Management","Management of Water Conservancy,",Ecological Conservation and Environmental Management Industry,Ecological Protection and Environmental,newly_started_projects,-16.3
"(14) Water Conservancy, Environment, and Public Facility Management","Management of Water Conservancy,",Public Facilities Management Industry,Management of Public Facilities,newly_started_projects,-13.0
"(14) Water Conservancy, Environment, and Public Facility Management","Management of Water Conservancy,",Land Management Industry,Management of  Land,newly_started_projects,-16.0
"(15) Resident Services, Repair and Other Service Industries","Households Services, Repair and Other Services",Resident Services Industry,Services to Households,newly_started_projects,-37.5
"(15) Resident Services, Repair and Other Service Industries","Households Services, Repair and Other Services","Motor vehicles, electronic products and","Motor Vehicles, Electronics and",newly_started_projects,66.7
"(15) Resident Services, Repair and Other Service Industries","Households Services, Repair and Other Services",Other Service Industries,Other Services,newly_started_projects,0.0
(16) Education,Education,Education,Education,newly_started_projects,-20.4
(17) Health and Social Work,Health and Social Work ,Healthcare,Health Care,newly_started_projects,-62.8
(17) Health and Social Work,Health and Social Work ,Social Work,Social Work,newly_started_projects,-27.6
"(18) Culture, Sports, and Entertainment Industry","Culture, Sports and Recreation",News and Publishing Industry,News and Publication,newly_started_projects,0.0
"(18) Culture, Sports, and Entertainment Industry","Culture, Sports and Recreation","Broadcasting, Television, Film and","Radio, Television, Film and Video",newly_started_projects,-25.0
"(18) Culture, Sports, and Entertainment Industry","Culture, Sports and Recreation",Cultural and Artistic Industry,Culture and Arts,newly_started_projects,36.2
"(18) Culture, Sports, and Entertainment Industry","Culture, Sports and Recreation",Sports,Sports,newly_started_projects,-38.6
"(18) Culture, Sports, and Entertainment Industry","Culture, Sports and Recreation",Entertainment Industry,Recreation,newly_started_projects,-17.2
"(19) Public Administration, Social Security, and","Public Management,Social Security and",National Institutions,Government Agencies,newly_started_projects,-36.4
"(19) Public Administration, Social Security, and","Public Management,Social Security and",Social Security,Social Security,newly_started_projects,-100.0
"(19) Public Administration, Social Security, and","Public Management,Social Security and","Public groups, social organizations and","Mass Organizations, Social Organizations and",newly_started_projects,-66.7
"(19) Public Administration, Social Security, and","Public Management,Social Security and",Grassroots Mass Autonomous Organizations,Self-governing Mass Organizations at the,newly_started_projects,33.3
