country_or_region_cn,country_or_region_en,year,gni_per_capita
Liechtenstein,Liechtenstein,2009,137070.0
Lithuania,Lithuania,2009,11700.0
Luxembourg,Luxemburg,2009,71920.0
Former Yugoslav Republic of Macedonia,"Macedonia, FYR",2009,4540.0
Madagascar,Madagascar,2009,420.0
Malawi,Malawi,2009,310.0
Malaysia,Malaysia,2009,7230.0
Maldives,Maldives,2009,5660.0
Mali,Mali,2009,560.0
Malta,Malta,2009,18220.0
Marshall Islands,Marshall Islands,2009,3640.0
Mauritania,Mauritania,2009,1030.0
Mauritius,Mauritius,2009,7260.0
Mexico,Mexico,2009,8670.0
Micronesia,"Micronesia, Fed.",2009,2640.0
Moldova,Moldova,2009,1570.0
Monaco,Monaco,2009,183150.0
Mongolia,Mongolia,2009,1760.0
Montenegro,Montenegro,2009,6580.0
Morocco,Morocco,2009,2770.0
Mozambique,Mozambique,2009,430.0
Namibia,Namibia,2009,4060.0
Nepal,Nepal,2009,440.0
Netherlands,Netherlands,2009,48530.0
New Zealand,New Zealand,2009,28740.0
Nicaragua,Nicaragua,2009,1050.0
Niger,Niger,2009,340.0
Nigeria,Nigeria,2009,1160.0
Norway,Norway,2009,85760.0
Oman,Oman,2009,18170.0
Pakistan,Pakistan,2009,990.0
Palau,Palau,2009,6230.0
Panama,Panama,2009,6540.0
Papua New Guinea,Papua New Guinea,2009,1190.0
Paraguay,Paraguay,2009,2240.0
Peru,Peru,2009,4280.0
Philippines,Philippines,2009,1870.0
Poland,Poland,2009,12190.0
Portugal,Portugal,2009,21750.0
Puerto Rico,Puerto Rico,2009,16300.0
Qatar,Qatar,2009,69750.0
Romania,Romania,2009,8320.0
Russian Federation,Russian Fed.,2009,9290.0
Rwanda,Rwanda,2009,480.0
Saint Kitts and Nevis,Saint Kitts and Nevis,2009,12990.0
Saint Lucia,Saint Lucia,2009,5630.0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2009,6220.0
Samoa,Samoa,2009,2870.0
São Tomé and Príncipe,Sao Tome and Principe,2009,1170.0
Saudi Arabia,Saudi Arabia,2009,16250.0
Senegal,Senegal,2009,1070.0
Serbia,Serbia,2009,5740.0
Seychelles,Seychelles,2009,10390.0
Sierra Leone,Sierra Leone,2009,340.0
Singapore,Singapore,2009,36030.0
Slovakia,Slovakia,2009,15820.0
Slovenia,Slovenia,2009,23750.0
Solomon Islands,Solomon Islands,2009,960.0
South Africa,South Africa,2009,5730.0
Spain,Spain,2009,32020.0
Sri Lanka,Sri Lanka,2009,1970.0
Sudan,Sudan,2009,1230.0
Suriname,Suriname,2009,7020.0
Eswatini,Swaziland,2009,2880.0
Sweden,Sweden,2009,48820.0
Switzerland,Switzerland,2009,65040.0
Syria,Syrian Arab Republic,2009,2570.0
Tajikistan,Tajikistan,2009,750.0
Tanzania,Tanzania,2009,500.0
Thailand,Thailand,2009,3720.0
East Timor,Timor-Leste,2009,2250.0
Many哥,Togo,2009,520.0
Tonga,Tonga,2009,3300.0
Trinidad and Tobago,Trinidad And Tobago,2009,16370.0
Tunisia,Tunisia,2009,4100.0
Turkey,Turkey,2009,9060.0
Turkmenistan,Turkmenistan,2009,3460.0
Tuvalu,Tuvalu,2009,5260.0
Uganda,Uganda,2009,470.0
Ukraine,Ukraine,2009,2840.0
United Arab Emirates,United Arab Emirates,2009,41940.0
United Kingdom,United Kingdom,2009,40970.0
United States,United States,2009,46080.0
Uruguay,Uruguay,2009,8640.0
Uzbekistan,Uzbekistan,2009,1130.0
Vanuatu,Vanuatu,2009,2520.0
Venezuela,Venezuela,2009,10230.0
Vietnam,Viet Nam,2009,1030.0
Yemen,Yemen,2009,1070.0
Zambia,Zambia,2009,990.0
Zimbabwe,Zimbabwe,2009,400.0
World,World,2010,9067.0
High-income countries,High Income,2010,38765.0
OECD High-Income Countries,High Income: OECD,2010,40142.0
Non-OECD High-Income Countries,High Income: nonOECD,2010,23782.0
Middle-income countries,Middle Income,2010,3722.0
Lower-middle-income countries,Lower Middle Income,2010,1596.0
Upper-middle-income countries,Upper Middle Income,2010,5865.0
Lower-middle-income countries,Low and Middle Income,2010,3283.0
East Asia and Pacific,East Asia and Pacific,2010,3670.0
Europe and Central Asia,Europe and Central Asia,2010,7260.0
Latin America and the Caribbean,Latin America and Caribbean,2010,7821.0
Middle East and North African Countries,Middle East and North Africa,2010,3869.0
South Asia,South Asia,2010,1167.0
Sub-Saharan Africa,Sub-Saharan Africa,2010,1178.0
Low-income countries,Low Income,2010,534.0
Least developed regions,Least Developed Countries,2010,720.0
Heavily Indebted Poor Countries,Heavily Indebted Poor Countries,2010,668.0
China,China,2010,4240.0
"Hong Kong, China","Hong Kong, China",2010,32780.0
"Macau, China","Macao, China",2010,45460.0
Afghanistan,Afghanistan,2010,410.0
Albania,Albania,2010,3970.0
Algeria,Algeria,2010,4390.0
Angola,Angola,2010,3960.0
Antigua and Barbuda,Antigua and Barbuda,2010,12450.0
Argentina,Argentina,2010,8620.0
Armenia,Armenia,2010,3200.0
Australia,Australia,2010,46200.0
Austria,Austria,2010,46920.0
Azerbaijan,Azerbaijan,2010,5380.0
Bahamas,Bahamas,2010,21970.0
Bahrain,Bahrain,2010,15920.0
Bangladesh,Bangladesh,2010,700.0
Belarus,Belarus,2010,5990.0
Belgium,Belgium,2010,45780.0
Belize,Belize,2010,3640.0
Benin,Benin,2010,780.0
Bhutan,Bhutan,2010,1870.0
Bolivia,Bolivia,2010,1810.0
Bosnia and Herzegovina,Bosnia and Herzegovinian,2010,4740.0
Botswana,Botswana,2010,6750.0
Brazil,Brazil,2010,9540.0
Bulgaria,Bulgaria,2010,6320.0
Burkina Faso,Burkina Faso,2010,550.0
Burundi,Burundi,2010,230.0
Cambodia,Cambodia,2010,750.0
Cameroon,Cameroon,2010,1200.0
Canada,Canada,2010,43250.0
The Cape Verde Islands,Cape Verde,2010,3280.0
China - Africa,Central African Rep.,2010,470.0
Zha De,Chad,2010,710.0
Chile,Chile,2010,10750.0
Colombia,Colombia,2010,5520.0
Comoros,Comoros,2010,750.0
Democratic Republic of the Congo,"Congo, Dem. Rep.",2010,180.0
Congo (Brazzaville),"Congo, Rep.",2010,2240.0
Costa Rica,Costa Rica,2010,6860.0
Côte d'Ivoire,Cote D'Ivoire,2010,1170.0
Croatia,Croatia,2010,13890.0
Cyprus,Cyprus,2010,29450.0
Czech Republic,Czech Rep.,2010,18490.0
Denmark,Denmark,2010,59410.0
Dominica,Dominica,2010,6900.0
Dominica,Dominican Rep.,2010,5020.0
Ecuador,Ecuador,2010,3850.0
Egypt,Egypt,2010,2420.0
El Salvador,El Salvador,2010,3370.0
Equatorial Guinea,Equatorial Guinea,2010,13720.0
Eritrea,Eritrea,2010,340.0
Estonia,Estonia,2010,14180.0
Ethiopia,Ethiopia,2010,390.0
Fiji,Fiji,2010,3610.0
Finland,Finland,2010,47460.0
France,France,2010,42190.0
Jia Peng,Gabon,2010,7680.0
Gambia,Gambia,2010,610.0
Georgia,Georgia,2010,2680.0
Germany,Germany,2010,42970.0
Ghana,Ghana,2010,1250.0
Greece,Greece,2010,26890.0
Grenada,Grenada,2010,7010.0
Guatemala,Guatemala,2010,2740.0
Guinea,Guinea,2010,390.0
Guinea-Bissau,Guinea-Bissau,2010,580.0
Guyana,Guyana,2010,2900.0
Haiti,Haiti,2010,650.0
Honduras,Honduras,2010,1870.0
Hungary,Hungary,2010,12860.0
Iceland,Iceland,2010,33890.0
India,India,2010,1260.0
Indonesia,Indonesia,2010,2500.0
Iraq,Iraq,2010,2380.0
Ireland,Ireland,2010,41720.0
Israel,Israel,2010,27270.0
Italy,Italy,2010,35530.0
Jamaica,Jamaica,2010,4700.0
Japan,Japan,2010,42050.0
Jordan,Jordan,2010,4140.0
Kazakhstan,Kazakhstan,2010,7500.0
Kenya,Kenya,2010,810.0
Kiribati,Kiribati,2010,2010.0
South Korea,"Korea, Rep.",2010,19720.0
Kuwait,Kuwait,2010,48900.0
Kyrgyzstan,Kyrgyzstan,2010,840.0
Lao PDR,Laos,2010,1010.0
Latvia,Latvia,2010,11850.0
Liberia,Lebanon,2010,8750.0
Lesotho,Lesotho,2010,1100.0
Liberia,Liberia,2010,210.0
Lithuania,Lithuania,2010,11620.0
Luxembourg,Luxemburg,2010,76820.0
Former Yugoslav Republic of Macedonia,"Macedonia, FYR",2010,4600.0
Madagascar,Madagascar,2010,430.0
Malawi,Malawi,2010,330.0
Malaysia,Malaysia,2010,7760.0
Maldives,Maldives,2010,6150.0
Mali,Mali,2010,600.0
Malta,Malta,2010,18620.0
Marshall Islands,Marshall Islands,2010,3640.0
Mauritania,Mauritania,2010,1000.0
Mauritius,Mauritius,2010,7780.0
Mexico,Mexico,2010,8930.0
Micronesia,"Micronesia, Fed.",2010,2730.0
Moldova,Moldova,2010,1820.0
Mongolia,Mongolia,2010,1870.0
Montenegro,Montenegro,2010,6740.0
Morocco,Morocco,2010,2850.0
Mozambique,Mozambique,2010,440.0
Namibia,Namibia,2010,4250.0
Nepal,Nepal,2010,490.0
Netherlands,Netherlands,2010,48920.0
New Zealand,New Zealand,2010,29350.0
Nicaragua,Nicaragua,2010,1100.0
Niger,Niger,2010,360.0
Nigeria,Nigeria,2010,1170.0
Norway,Norway,2010,86390.0
Oman,Oman,2010,19260.0
Pakistan,Pakistan,2010,1050.0
Palau,Palau,2010,6560.0
Panama,Panama,2010,7010.0
Papua New Guinea,Papua New Guinea,2010,1300.0
Paraguay,Paraguay,2010,2730.0
Peru,Peru,2010,4900.0
Philippines,Philippines,2010,2060.0
Poland,Poland,2010,12450.0
Portugal,Portugal,2010,21830.0
Puerto Rico,Puerto Rico,2010,16560.0
Qatar,Qatar,2010,73060.0
Romania,Romania,2010,7850.0
Russian Federation,Russian Fed.,2010,9880.0
Rwanda,Rwanda,2010,520.0
Saint Kitts and Nevis,Saint Kitts and Nevis,2010,12360.0
Saint Lucia,Saint Lucia,2010,6200.0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2010,6030.0
Samoa,Samoa,2010,3030.0
São Tomé and Príncipe,Sao Tome and Principe,2010,1250.0
Saudi Arabia,Saudi Arabia,2010,16610.0
Senegal,Senegal,2010,1080.0
Serbia,Serbia,2010,5630.0
Seychelles,Seychelles,2010,10460.0
Sierra Leone,Sierra Leone,2010,340.0
Singapore,Singapore,2010,39410.0
Slovakia,Slovakia,2010,16030.0
Slovenia,Slovenia,2010,23910.0
Solomon Islands,Solomon Islands,2010,1030.0
South Africa,South Africa,2010,6090.0
Spain,Spain,2010,31460.0
Sri Lanka,Sri Lanka,2010,2260.0
Sudan,Sudan,2010,1300.0
Suriname,Suriname,2010,7640.0
Eswatini,Swaziland,2010,2930.0
Sweden,Sweden,2010,50580.0
Switzerland,Switzerland,2010,71590.0
Syria,Syrian Arab Republic,2010,2750.0
Tajikistan,Tajikistan,2010,810.0
Tanzania,Tanzania,2010,530.0
Thailand,Thailand,2010,4150.0
East Timor,Timor-Leste,2010,2730.0
Many哥,Togo,2010,550.0
Tonga,Tonga,2010,3340.0
Trinidad and Tobago,Trinidad And Tobago,2010,15840.0
Tunisia,Tunisia,2010,4140.0
Turkey,Turkey,2010,9890.0
Turkmenistan,Turkmenistan,2010,3790.0
Tuvalu,Tuvalu,2010,4600.0
Uganda,Uganda,2010,500.0
Ukraine,Ukraine,2010,2990.0
United Arab Emirates,United Arab Emirates,2010,39640.0
United Kingdom,United Kingdom,2010,38140.0
United States,United States,2010,47350.0
Uruguay,Uruguay,2010,10290.0
Uzbekistan,Uzbekistan,2010,1300.0
Vanuatu,Vanuatu,2010,2630.0
Venezuela,Venezuela,2010,11660.0
Vietnam,Viet Nam,2010,1160.0
Yemen,Yemen,2010,1160.0
Zambia,Zambia,2010,1070.0
Zimbabwe,Zimbabwe,2010,480.0
World,World,2011,9491.0
High-income countries,High Income,2011,39783.0
OECD High-Income Countries,High Income: OECD,2011,41144.0
Non-OECD High-Income Countries,High Income: nonOECD,2011,25372.0
Middle-income countries,Middle Income,2011,4125.0
Lower-middle-income countries,Lower Middle Income,2011,1760.0
Upper-middle-income countries,Upper Middle Income,2011,6530.0
Lower-middle-income countries,Low and Middle Income,2011,3631.0
East Asia and Pacific,East Asia and Pacific,2011,4243.0
Europe and Central Asia,Europe and Central Asia,2011,7610.0
Latin America and the Caribbean,Latin America and Caribbean,2011,8544.0
South Asia,South Asia,2011,1299.0
Sub-Saharan Africa,Sub-Saharan Africa,2011,1255.0
Low-income countries,Low Income,2011,567.0
Least developed regions,Least Developed Countries,2011,754.0
Heavily Indebted Poor Countries,Heavily Indebted Poor Countries,2011,694.0
China,China,2011,4940.0
"Hong Kong, China","Hong Kong, China",2011,35160.0
Albania,Albania,2011,3980.0
Algeria,Algeria,2011,4470.0
Angola,Angola,2011,4060.0
Antigua and Barbuda,Antigua and Barbuda,2011,12060.0
Argentina,Argentina,2011,9740.0
Armenia,Armenia,2011,3360.0
Austria,Austria,2011,48300.0
Azerbaijan,Azerbaijan,2011,5290.0
Bangladesh,Bangladesh,2011,770.0
Belarus,Belarus,2011,5830.0
Belgium,Belgium,2011,46160.0
Belize,Belize,2011,3690.0
Benin,Benin,2011,780.0
Bhutan,Bhutan,2011,2070.0
Bolivia,Bolivia,2011,2040.0
Bosnia and Herzegovina,Bosnia and Herzegovinian,2011,4780.0
Botswana,Botswana,2011,7480.0
Brazil,Brazil,2011,10720.0
Bulgaria,Bulgaria,2011,6550.0
Burkina Faso,Burkina Faso,2011,570.0
Burundi,Burundi,2011,250.0
Cambodia,Cambodia,2011,830.0
Cameroon,Cameroon,2011,1210.0
Canada,Canada,2011,45560.0
The Cape Verde Islands,Cape Verde,2011,3540.0
China - Africa,Central African Rep.,2011,470.0
Zha De,Chad,2011,690.0
Chile,Chile,2011,12280.0
Colombia,Colombia,2011,6110.0
Comoros,Comoros,2011,770.0
Democratic Republic of the Congo,"Congo, Dem. Rep.",2011,190.0
Congo (Brazzaville),"Congo, Rep.",2011,2270.0
Costa Rica,Costa Rica,2011,7660.0
Côte d'Ivoire,Cote D'Ivoire,2011,1100.0
Croatia,Croatia,2011,13850.0
Czech Republic,Czech Rep.,2011,18520.0
Denmark,Denmark,2011,60390.0
Dominica,Dominica,2011,7090.0
Dominica,Dominican Rep.,2011,5240.0
Ecuador,Ecuador,2011,4140.0
Egypt,Egypt,2011,2600.0
El Salvador,El Salvador,2011,3480.0
Equatorial Guinea,Equatorial Guinea,2011,14540.0
Eritrea,Eritrea,2011,430.0
Estonia,Estonia,2011,15200.0
Ethiopia,Ethiopia,2011,400.0
Fiji,Fiji,2011,3680.0
Finland,Finland,2011,48420.0
France,France,2011,42420.0
Jia Peng,Gabon,2011,7980.0
Gambia,Gambia,2011,610.0
Georgia,Georgia,2011,2860.0
Germany,Germany,2011,43980.0
Ghana,Ghana,2011,1410.0
Greece,Greece,2011,25030.0
Grenada,Grenada,2011,7220.0
Guatemala,Guatemala,2011,2870.0
Guinea,Guinea,2011,440.0
Guinea-Bissau,Guinea-Bissau,2011,600.0
Haiti,Haiti,2011,700.0
Honduras,Honduras,2011,1970.0
Hungary,Hungary,2011,12730.0
Iceland,Iceland,2011,35020.0
India,India,2011,1410.0
Indonesia,Indonesia,2011,2940.0
Iraq,Iraq,2011,2640.0
Ireland,Ireland,2011,38580.0
Israel,Israel,2011,28930.0
Italy,Italy,2011,35330.0
Jamaica,Jamaica,2011,4980.0
Japan,Japan,2011,45180.0
Jordan,Jordan,2011,4380.0
Kazakhstan,Kazakhstan,2011,8220.0
Kenya,Kenya,2011,820.0
Kiribati,Kiribati,2011,2110.0
South Korea,"Korea, Rep.",2011,20870.0
Kyrgyzstan,Kyrgyzstan,2011,920.0
Lao PDR,Laos,2011,1130.0
Latvia,Latvia,2011,12350.0
Liberia,Lebanon,2011,9110.0
Lesotho,Lesotho,2011,1220.0
Liberia,Liberia,2011,240.0
Lithuania,Lithuania,2011,12280.0
Luxembourg,Luxemburg,2011,78130.0
Former Yugoslav Republic of Macedonia,"Macedonia, FYR",2011,4730.0
Madagascar,Madagascar,2011,430.0
Malawi,Malawi,2011,340.0
Malaysia,Malaysia,2011,8420.0
Maldives,Maldives,2011,6530.0
Mali,Mali,2011,610.0
Marshall Islands,Marshall Islands,2011,3910.0
Mauritania,Mauritania,2011,1000.0
Mauritius,Mauritius,2011,8240.0
Mexico,Mexico,2011,9240.0
Micronesia,"Micronesia, Fed.",2011,2900.0
Moldova,Moldova,2011,1980.0
Mongolia,Mongolia,2011,2320.0
Montenegro,Montenegro,2011,7060.0
Morocco,Morocco,2011,2970.0
Mozambique,Mozambique,2011,470.0
Namibia,Namibia,2011,4700.0
Nepal,Nepal,2011,540.0
Netherlands,Netherlands,2011,49730.0
Nicaragua,Nicaragua,2011,1170.0
Niger,Niger,2011,360.0
Nigeria,Nigeria,2011,1200.0
Norway,Norway,2011,88890.0
Pakistan,Pakistan,2011,1120.0
Palau,Palau,2011,7250.0
Panama,Panama,2011,7910.0
Papua New Guinea,Papua New Guinea,2011,1480.0
Paraguay,Paraguay,2011,2970.0
Peru,Peru,2011,5500.0
Philippines,Philippines,2011,2210.0
Poland,Poland,2011,12480.0
Portugal,Portugal,2011,21250.0
Qatar,Qatar,2011,80440.0
Romania,Romania,2011,7910.0
Russian Federation,Russian Fed.,2011,10400.0
Rwanda,Rwanda,2011,570.0
Saint Kitts and Nevis,Saint Kitts and Nevis,2011,12480.0
Saint Lucia,Saint Lucia,2011,6680.0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2011,6100.0
Samoa,Samoa,2011,3190.0
São Tomé and Príncipe,Sao Tome and Principe,2011,1360.0
Saudi Arabia,Saudi Arabia,2011,17820.0
Senegal,Senegal,2011,1070.0
Serbia,Serbia,2011,5680.0
Seychelles,Seychelles,2011,11130.0
Sierra Leone,Sierra Leone,2011,340.0
Singapore,Singapore,2011,42930.0
Slovakia,Slovakia,2011,16070.0
Slovenia,Slovenia,2011,23610.0
Solomon Islands,Solomon Islands,2011,1110.0
South Africa,South Africa,2011,6960.0
Spain,Spain,2011,30990.0
Sri Lanka,Sri Lanka,2011,2580.0
Eswatini,Swaziland,2011,3300.0
Sweden,Sweden,2011,53230.0
Switzerland,Switzerland,2011,76380.0
Tajikistan,Tajikistan,2011,870.0
Tanzania,Tanzania,2011,540.0
Thailand,Thailand,2011,4420.0
Many哥,Togo,2011,560.0
Tonga,Tonga,2011,3580.0
Trinidad and Tobago,Trinidad And Tobago,2011,15040.0
Tunisia,Tunisia,2011,4070.0
Turkey,Turkey,2011,10410.0
Turkmenistan,Turkmenistan,2011,4110.0
Tuvalu,Tuvalu,2011,5010.0
Uganda,Uganda,2011,510.0
Ukraine,Ukraine,2011,3120.0
United Arab Emirates,United Arab Emirates,2011,40760.0
United Kingdom,United Kingdom,2011,37780.0
United States,United States,2011,48450.0
Uruguay,Uruguay,2011,11860.0
Uzbekistan,Uzbekistan,2011,1510.0
Vanuatu,Vanuatu,2011,2870.0
Venezuela,Venezuela,2011,11920.0
Vietnam,Viet Nam,2011,1260.0
Yemen,Yemen,2011,1070.0
Zambia,Zambia,2011,1160.0
Zimbabwe,Zimbabwe,2011,640.0
