age_label,age_group,age_single_year,income_benefit_type,sex,count
69,Under 45 years old,69.0,Category_13,Male,34
70,Under 45 years old,70.0,Category_13,Male,40
71,Under 45 years old,71.0,Category_13,Male,49
72,Under 45 years old,72.0,Category_13,Male,25
73,Under 45 years old,73.0,Category_13,Male,28
74,Under 45 years old,74.0,Category_13,Male,20
nan,Under 45 years old,,Category_13,Male,
75,Under 45 years old,75.0,Category_13,Male,25
76,Under 45 years old,76.0,Category_13,Male,20
77,Under 45 years old,77.0,Category_13,Male,19
78,Under 45 years old,78.0,Category_13,Male,13
79,Under 45 years old,79.0,Category_13,Male,13
nan,Under 45 years old,,Category_13,Male,
80,Under 45 years old,80.0,Category_13,Male,13
81,Under 45 years old,81.0,Category_13,Male,11
82,Under 45 years old,82.0,Category_13,Male,7
83,Under 45 years old,83.0,Category_13,Male,13
84,Under 45 years old,84.0,Category_13,Male,5
nan,Under 45 years old,,Category_13,Male,
85,Under 45 years old,85.0,Category_13,Male,3
86,Under 45 years old,86.0,Category_13,Male,5
87,Under 45 years old,87.0,Category_13,Male,3
88,Under 45 years old,88.0,Category_13,Male,3
89,Under 45 years old,89.0,Category_13,Male,3
nan,Under 45 years old,,Category_13,Male,
90,Under 45 years old,90.0,Category_13,Male,1
91,Under 45 years old,91.0,Category_13,Male,1
92,Under 45 years old,92.0,Category_13,Male,0
93,Under 45 years old,93.0,Category_13,Male,0
94,Under 45 years old,94.0,Category_13,Male,0
nan,Under 45 years old,,Category_13,Male,
95,Under 45 years old,95.0,Category_13,Male,0
96,Under 45 years old,96.0,Category_13,Male,2
97,Under 45 years old,97.0,Category_13,Male,0
98,Under 45 years old,98.0,Category_13,Male,0
99,Under 45 years old,99.0,Category_13,Male,0
nan,Under 45 years old,,Category_13,Male,
nan,Total,,Category_13,Female,
nan,Under 45 years old,,Category_13,Female,
45,Under 45 years old,45.0,Category_13,Female,783
46,Under 45 years old,46.0,Category_13,Female,841
47,Under 45 years old,47.0,Category_13,Female,1085
48,Under 45 years old,48.0,Category_13,Female,1325
49,Under 45 years old,49.0,Category_13,Female,1523
nan,Under 45 years old,,Category_13,Female,
50,Under 45 years old,50.0,Category_13,Female,572
51,Under 45 years old,51.0,Category_13,Female,77
52,Under 45 years old,52.0,Category_13,Female,67
53,Under 45 years old,53.0,Category_13,Female,53
54,Under 45 years old,54.0,Category_13,Female,72
nan,Under 45 years old,,Category_13,Female,
55,Under 45 years old,55.0,Category_13,Female,31
56,Under 45 years old,56.0,Category_13,Female,36
57,Under 45 years old,57.0,Category_13,Female,53
58,Under 45 years old,58.0,Category_13,Female,29
59,Under 45 years old,59.0,Category_13,Female,16
nan,Under 45 years old,,Category_13,Female,
60,Under 45 years old,60.0,Category_13,Female,26
61,Under 45 years old,61.0,Category_13,Female,31
62,Under 45 years old,62.0,Category_13,Female,38
63,Under 45 years old,63.0,Category_13,Female,32
64,Under 45 years old,64.0,Category_13,Female,38
nan,Under 45 years old,,Category_13,Female,
65,Under 45 years old,65.0,Category_13,Female,45
66,Under 45 years old,66.0,Category_13,Female,48
67,Under 45 years old,67.0,Category_13,Female,43
68,Under 45 years old,68.0,Category_13,Female,64
69,Under 45 years old,69.0,Category_13,Female,37
70,Under 45 years old,70.0,Category_13,Female,36
71,Under 45 years old,71.0,Category_13,Female,27
72,Under 45 years old,72.0,Category_13,Female,40
73,Under 45 years old,73.0,Category_13,Female,35
74,Under 45 years old,74.0,Category_13,Female,26
nan,Under 45 years old,,Category_13,Female,
75,Under 45 years old,75.0,Category_13,Female,22
76,Under 45 years old,76.0,Category_13,Female,17
77,Under 45 years old,77.0,Category_13,Female,14
78,Under 45 years old,78.0,Category_13,Female,15
79,Under 45 years old,79.0,Category_13,Female,16
nan,Under 45 years old,,Category_13,Female,
80,Under 45 years old,80.0,Category_13,Female,10
81,Under 45 years old,81.0,Category_13,Female,8
82,Under 45 years old,82.0,Category_13,Female,10
83,Under 45 years old,83.0,Category_13,Female,9
84,Under 45 years old,84.0,Category_13,Female,10
nan,Under 45 years old,,Category_13,Female,
85,Under 45 years old,85.0,Category_13,Female,7
86,Under 45 years old,86.0,Category_13,Female,4
87,Under 45 years old,87.0,Category_13,Female,5
88,Under 45 years old,88.0,Category_13,Female,5
89,Under 45 years old,89.0,Category_13,Female,3
nan,Under 45 years old,,Category_13,Female,
90,Under 45 years old,90.0,Category_13,Female,3
91,Under 45 years old,91.0,Category_13,Female,4
92,Under 45 years old,92.0,Category_13,Female,3
93,Under 45 years old,93.0,Category_13,Female,0
94,Under 45 years old,94.0,Category_13,Female,1
nan,Under 45 years old,,Category_13,Female,
95,Under 45 years old,95.0,Category_13,Female,1
96,Under 45 years old,96.0,Category_13,Female,0
97,Under 45 years old,97.0,Category_13,Female,0
98,Under 45 years old,98.0,Category_13,Female,0
99,Under 45 years old,99.0,Category_13,Female,1
nan,Under 45 years old,,Category_13,Female,
nan,Total,,Category_16,Male,
nan,Under 45 years old,,Category_16,Male,
45,Under 45 years old,45.0,Category_16,Male,9497
46,Under 45 years old,46.0,Category_16,Male,10631
47,Under 45 years old,47.0,Category_16,Male,11459
48,Under 45 years old,48.0,Category_16,Male,12101
49,Under 45 years old,49.0,Category_16,Male,12665
nan,Under 45 years old,,Category_16,Male,
50,Under 45 years old,50.0,Category_16,Male,13624
51,Under 45 years old,51.0,Category_16,Male,13209
52,Under 45 years old,52.0,Category_16,Male,14405
53,Under 45 years old,53.0,Category_16,Male,11744
54,Under 45 years old,54.0,Category_16,Male,13508
nan,Under 45 years old,,Category_16,Male,
55,Under 45 years old,55.0,Category_16,Male,13684
56,Under 45 years old,56.0,Category_16,Male,13373
57,Under 45 years old,57.0,Category_16,Male,15877
58,Under 45 years old,58.0,Category_16,Male,12170
59,Under 45 years old,59.0,Category_16,Male,6502
nan,Under 45 years old,,Category_16,Male,
60,Under 45 years old,60.0,Category_16,Male,6778
61,Under 45 years old,61.0,Category_16,Male,6086
62,Under 45 years old,62.0,Category_16,Male,7389
63,Under 45 years old,63.0,Category_16,Male,8603
64,Under 45 years old,64.0,Category_16,Male,7890
nan,Under 45 years old,,Category_16,Male,
65,Under 45 years old,65.0,Category_16,Male,8475
66,Under 45 years old,66.0,Category_16,Male,8412
67,Under 45 years old,67.0,Category_16,Male,7806
68,Under 45 years old,68.0,Category_16,Male,7688
69,Under 45 years old,69.0,Category_16,Male,6533
70,Under 45 years old,70.0,Category_16,Male,6099
71,Under 45 years old,71.0,Category_16,Male,5730
72,Under 45 years old,72.0,Category_16,Male,4580
73,Under 45 years old,73.0,Category_16,Male,4295
74,Under 45 years old,74.0,Category_16,Male,3658
nan,Under 45 years old,,Category_16,Male,
75,Under 45 years old,75.0,Category_16,Male,3077
76,Under 45 years old,76.0,Category_16,Male,2782
77,Under 45 years old,77.0,Category_16,Male,2309
78,Under 45 years old,78.0,Category_16,Male,1991
79,Under 45 years old,79.0,Category_16,Male,1904
nan,Under 45 years old,,Category_16,Male,
80,Under 45 years old,80.0,Category_16,Male,1478
81,Under 45 years old,81.0,Category_16,Male,1107
82,Under 45 years old,82.0,Category_16,Male,1065
83,Under 45 years old,83.0,Category_16,Male,805
84,Under 45 years old,84.0,Category_16,Male,673
nan,Under 45 years old,,Category_16,Male,
85,Under 45 years old,85.0,Category_16,Male,549
86,Under 45 years old,86.0,Category_16,Male,488
87,Under 45 years old,87.0,Category_16,Male,355
88,Under 45 years old,88.0,Category_16,Male,217
89,Under 45 years old,89.0,Category_16,Male,169
nan,Under 45 years old,,Category_16,Male,
90,Under 45 years old,90.0,Category_16,Male,154
91,Under 45 years old,91.0,Category_16,Male,97
92,Under 45 years old,92.0,Category_16,Male,78
93,Under 45 years old,93.0,Category_16,Male,55
94,Under 45 years old,94.0,Category_16,Male,30
nan,Under 45 years old,,Category_16,Male,
95,Under 45 years old,95.0,Category_16,Male,25
96,Under 45 years old,96.0,Category_16,Male,12
97,Under 45 years old,97.0,Category_16,Male,8
98,Under 45 years old,98.0,Category_16,Male,8
99,Under 45 years old,99.0,Category_16,Male,4
nan,Under 45 years old,,Category_16,Male,
nan,Total,,Category_16,Female,
nan,Under 45 years old,,Category_16,Female,
45,Under 45 years old,45.0,Category_16,Female,9046
46,Under 45 years old,46.0,Category_16,Female,10017
47,Under 45 years old,47.0,Category_16,Female,10673
48,Under 45 years old,48.0,Category_16,Female,11465
49,Under 45 years old,49.0,Category_16,Female,12009
nan,Under 45 years old,,Category_16,Female,
50,Under 45 years old,50.0,Category_16,Female,11776
51,Under 45 years old,51.0,Category_16,Female,10886
52,Under 45 years old,52.0,Category_16,Female,11829
53,Under 45 years old,53.0,Category_16,Female,9552
54,Under 45 years old,54.0,Category_16,Female,10880
nan,Under 45 years old,,Category_16,Female,
55,Under 45 years old,55.0,Category_16,Female,10216
56,Under 45 years old,56.0,Category_16,Female,10059
57,Under 45 years old,57.0,Category_16,Female,11406
58,Under 45 years old,58.0,Category_16,Female,8739
59,Under 45 years old,59.0,Category_16,Female,5221
nan,Under 45 years old,,Category_16,Female,
60,Under 45 years old,60.0,Category_16,Female,6076
61,Under 45 years old,61.0,Category_16,Female,5568
62,Under 45 years old,62.0,Category_16,Female,6630
63,Under 45 years old,63.0,Category_16,Female,7619
64,Under 45 years old,64.0,Category_16,Female,7294
nan,Under 45 years old,,Category_16,Female,
65,Under 45 years old,65.0,Category_16,Female,7862
66,Under 45 years old,66.0,Category_16,Female,7778
67,Under 45 years old,67.0,Category_16,Female,7122
68,Under 45 years old,68.0,Category_16,Female,7063
69,Under 45 years old,69.0,Category_16,Female,5793
70,Under 45 years old,70.0,Category_16,Female,5389
71,Under 45 years old,71.0,Category_16,Female,4864
72,Under 45 years old,72.0,Category_16,Female,4040
73,Under 45 years old,73.0,Category_16,Female,3557
74,Under 45 years old,74.0,Category_16,Female,3006
nan,Under 45 years old,,Category_16,Female,
75,Under 45 years old,75.0,Category_16,Female,2459
76,Under 45 years old,76.0,Category_16,Female,2191
77,Under 45 years old,77.0,Category_16,Female,1868
78,Under 45 years old,78.0,Category_16,Female,1570
79,Under 45 years old,79.0,Category_16,Female,1491
nan,Under 45 years old,,Category_16,Female,
80,Under 45 years old,80.0,Category_16,Female,1216
81,Under 45 years old,81.0,Category_16,Female,931
82,Under 45 years old,82.0,Category_16,Female,928
83,Under 45 years old,83.0,Category_16,Female,774
84,Under 45 years old,84.0,Category_16,Female,636
nan,Under 45 years old,,Category_16,Female,
85,Under 45 years old,85.0,Category_16,Female,543
86,Under 45 years old,86.0,Category_16,Female,451
87,Under 45 years old,87.0,Category_16,Female,358
88,Under 45 years old,88.0,Category_16,Female,274
89,Under 45 years old,89.0,Category_16,Female,217
nan,Under 45 years old,,Category_16,Female,
90,Under 45 years old,90.0,Category_16,Female,175
91,Under 45 years old,91.0,Category_16,Female,116
92,Under 45 years old,92.0,Category_16,Female,118
93,Under 45 years old,93.0,Category_16,Female,83
94,Under 45 years old,94.0,Category_16,Female,44
nan,Under 45 years old,,Category_16,Female,
95,Under 45 years old,95.0,Category_16,Female,42
96,Under 45 years old,96.0,Category_16,Female,30
97,Under 45 years old,97.0,Category_16,Female,18
98,Under 45 years old,98.0,Category_16,Female,15
99,Under 45 years old,99.0,Category_16,Female,7
nan,Under 45 years old,,Category_16,Female,
nan,Total,,Category_19,Male,
nan,Under 45 years old,,Category_19,Male,
45,Under 45 years old,45.0,Category_19,Male,26305
46,Under 45 years old,46.0,Category_19,Male,30401
47,Under 45 years old,47.0,Category_19,Male,34637
48,Under 45 years old,48.0,Category_19,Male,38273
49,Under 45 years old,49.0,Category_19,Male,44248
nan,Under 45 years old,,Category_19,Male,
50,Under 45 years old,50.0,Category_19,Male,51109
51,Under 45 years old,51.0,Category_19,Male,56916
52,Under 45 years old,52.0,Category_19,Male,68638
53,Under 45 years old,53.0,Category_19,Male,62142
54,Under 45 years old,54.0,Category_19,Male,79682
nan,Under 45 years old,,Category_19,Male,
55,Under 45 years old,55.0,Category_19,Male,87781
56,Under 45 years old,56.0,Category_19,Male,94381
57,Under 45 years old,57.0,Category_19,Male,122108
58,Under 45 years old,58.0,Category_19,Male,98368
59,Under 45 years old,59.0,Category_19,Male,56962
nan,Under 45 years old,,Category_19,Male,
60,Under 45 years old,60.0,Category_19,Male,64808
61,Under 45 years old,61.0,Category_19,Male,71213
62,Under 45 years old,62.0,Category_19,Male,100459
63,Under 45 years old,63.0,Category_19,Male,122697
64,Under 45 years old,64.0,Category_19,Male,117980
nan,Under 45 years old,,Category_19,Male,
65,Under 45 years old,65.0,Category_19,Male,134936
66,Under 45 years old,66.0,Category_19,Male,141942
67,Under 45 years old,67.0,Category_19,Male,139538
68,Under 45 years old,68.0,Category_19,Male,148772
69,Under 45 years old,69.0,Category_19,Male,133028
70,Under 45 years old,70.0,Category_19,Male,136544
71,Under 45 years old,71.0,Category_19,Male,146444
72,Under 45 years old,72.0,Category_19,Male,129206
73,Under 45 years old,73.0,Category_19,Male,125519
74,Under 45 years old,74.0,Category_19,Male,114992
nan,Under 45 years old,,Category_19,Male,
75,Under 45 years old,75.0,Category_19,Male,106217
76,Under 45 years old,76.0,Category_19,Male,106375
77,Under 45 years old,77.0,Category_19,Male,95563
78,Under 45 years old,78.0,Category_19,Male,89996
79,Under 45 years old,79.0,Category_19,Male,90224
nan,Under 45 years old,,Category_19,Male,
80,Under 45 years old,80.0,Category_19,Male,79208
81,Under 45 years old,81.0,Category_19,Male,67524
82,Under 45 years old,82.0,Category_19,Male,71224
83,Under 45 years old,83.0,Category_19,Male,61240
84,Under 45 years old,84.0,Category_19,Male,54009
nan,Under 45 years old,,Category_19,Male,
85,Under 45 years old,85.0,Category_19,Male,44795
86,Under 45 years old,86.0,Category_19,Male,38218
87,Under 45 years old,87.0,Category_19,Male,34371
88,Under 45 years old,88.0,Category_19,Male,25109
89,Under 45 years old,89.0,Category_19,Male,19469
nan,Under 45 years old,,Category_19,Male,
90,Under 45 years old,90.0,Category_19,Male,16321
91,Under 45 years old,91.0,Category_19,Male,11026
92,Under 45 years old,92.0,Category_19,Male,9132
93,Under 45 years old,93.0,Category_19,Male,6379
94,Under 45 years old,94.0,Category_19,Male,4203
nan,Under 45 years old,,Category_19,Male,
95,Under 45 years old,95.0,Category_19,Male,3173
96,Under 45 years old,96.0,Category_19,Male,2182
97,Under 45 years old,97.0,Category_19,Male,1390
98,Under 45 years old,98.0,Category_19,Male,949
99,Under 45 years old,99.0,Category_19,Male,670
nan,Under 45 years old,,Category_19,Male,
nan,Total,,Category_19,Female,
nan,Under 45 years old,,Category_19,Female,
45,Under 45 years old,45.0,Category_19,Female,191233
46,Under 45 years old,46.0,Category_19,Female,215292
47,Under 45 years old,47.0,Category_19,Female,232819
48,Under 45 years old,48.0,Category_19,Female,252062
49,Under 45 years old,49.0,Category_19,Female,273402
nan,Under 45 years old,,Category_19,Female,
50,Under 45 years old,50.0,Category_19,Female,291862
51,Under 45 years old,51.0,Category_19,Female,288236
52,Under 45 years old,52.0,Category_19,Female,328959
53,Under 45 years old,53.0,Category_19,Female,284434
54,Under 45 years old,54.0,Category_19,Female,330614
nan,Under 45 years old,,Category_19,Female,
55,Under 45 years old,55.0,Category_19,Female,322361
56,Under 45 years old,56.0,Category_19,Female,319866
57,Under 45 years old,57.0,Category_19,Female,371885
58,Under 45 years old,58.0,Category_19,Female,289664
59,Under 45 years old,59.0,Category_19,Female,157031
nan,Under 45 years old,,Category_19,Female,
60,Under 45 years old,60.0,Category_19,Female,184096
61,Under 45 years old,61.0,Category_19,Female,180572
62,Under 45 years old,62.0,Category_19,Female,239221
63,Under 45 years old,63.0,Category_19,Female,279603
64,Under 45 years old,64.0,Category_19,Female,264830
nan,Under 45 years old,,Category_19,Female,
65,Under 45 years old,65.0,Category_19,Female,284537
66,Under 45 years old,66.0,Category_19,Female,294028
67,Under 45 years old,67.0,Category_19,Female,278149
68,Under 45 years old,68.0,Category_19,Female,286658
69,Under 45 years old,69.0,Category_19,Female,250599
70,Under 45 years old,70.0,Category_19,Female,243727
71,Under 45 years old,71.0,Category_19,Female,244191
72,Under 45 years old,72.0,Category_19,Female,215602
73,Under 45 years old,73.0,Category_19,Female,208825
74,Under 45 years old,74.0,Category_19,Female,195964
nan,Under 45 years old,,Category_19,Female,
75,Under 45 years old,75.0,Category_19,Female,178037
76,Under 45 years old,76.0,Category_19,Female,169133
77,Under 45 years old,77.0,Category_19,Female,152812
78,Under 45 years old,78.0,Category_19,Female,143528
79,Under 45 years old,79.0,Category_19,Female,144057
nan,Under 45 years old,,Category_19,Female,
80,Under 45 years old,80.0,Category_19,Female,127655
81,Under 45 years old,81.0,Category_19,Female,109963
82,Under 45 years old,82.0,Category_19,Female,114241
83,Under 45 years old,83.0,Category_19,Female,103446
84,Under 45 years old,84.0,Category_19,Female,95656
nan,Under 45 years old,,Category_19,Female,
85,Under 45 years old,85.0,Category_19,Female,84918
86,Under 45 years old,86.0,Category_19,Female,75172
87,Under 45 years old,87.0,Category_19,Female,69141
88,Under 45 years old,88.0,Category_19,Female,54032
89,Under 45 years old,89.0,Category_19,Female,44067
nan,Under 45 years old,,Category_19,Female,
90,Under 45 years old,90.0,Category_19,Female,38950
91,Under 45 years old,91.0,Category_19,Female,27420
92,Under 45 years old,92.0,Category_19,Female,23899
93,Under 45 years old,93.0,Category_19,Female,17042
94,Under 45 years old,94.0,Category_19,Female,12282
nan,Under 45 years old,,Category_19,Female,
95,Under 45 years old,95.0,Category_19,Female,9913
96,Under 45 years old,96.0,Category_19,Female,7130
97,Under 45 years old,97.0,Category_19,Female,4860
98,Under 45 years old,98.0,Category_19,Female,3279
99,Under 45 years old,99.0,Category_19,Female,2517
nan,Under 45 years old,,Category_19,Female,
nan,Total,,Category_22,Male,
nan,Under 45 years old,,Category_22,Male,
45,Under 45 years old,45.0,Category_22,Male,45836
46,Under 45 years old,46.0,Category_22,Male,51060
47,Under 45 years old,47.0,Category_22,Male,54641
48,Under 45 years old,48.0,Category_22,Male,56736
49,Under 45 years old,49.0,Category_22,Male,59536
nan,Under 45 years old,,Category_22,Male,
50,Under 45 years old,50.0,Category_22,Male,63042
51,Under 45 years old,51.0,Category_22,Male,60665
52,Under 45 years old,52.0,Category_22,Male,66255
53,Under 45 years old,53.0,Category_22,Male,53716
54,Under 45 years old,54.0,Category_22,Male,61239
nan,Under 45 years old,,Category_22,Male,
55,Under 45 years old,55.0,Category_22,Male,60845
56,Under 45 years old,56.0,Category_22,Male,61011
57,Under 45 years old,57.0,Category_22,Male,71755
58,Under 45 years old,58.0,Category_22,Male,53224
59,Under 45 years old,59.0,Category_22,Male,28961
nan,Under 45 years old,,Category_22,Male,
60,Under 45 years old,60.0,Category_22,Male,30454
61,Under 45 years old,61.0,Category_22,Male,29745
62,Under 45 years old,62.0,Category_22,Male,38248
63,Under 45 years old,63.0,Category_22,Male,43801
64,Under 45 years old,64.0,Category_22,Male,40269
nan,Under 45 years old,,Category_22,Male,
65,Under 45 years old,65.0,Category_22,Male,42948
66,Under 45 years old,66.0,Category_22,Male,42662
67,Under 45 years old,67.0,Category_22,Male,39755
68,Under 45 years old,68.0,Category_22,Male,39975
69,Under 45 years old,69.0,Category_22,Male,33634
70,Under 45 years old,70.0,Category_22,Male,31971
71,Under 45 years old,71.0,Category_22,Male,31761
72,Under 45 years old,72.0,Category_22,Male,26738
73,Under 45 years old,73.0,Category_22,Male,24920
74,Under 45 years old,74.0,Category_22,Male,21905
nan,Under 45 years old,,Category_22,Male,
75,Under 45 years old,75.0,Category_22,Male,19676
76,Under 45 years old,76.0,Category_22,Male,18467
77,Under 45 years old,77.0,Category_22,Male,15643
78,Under 45 years old,78.0,Category_22,Male,14386
79,Under 45 years old,79.0,Category_22,Male,13678
nan,Under 45 years old,,Category_22,Male,
80,Under 45 years old,80.0,Category_22,Male,11554
81,Under 45 years old,81.0,Category_22,Male,9232
82,Under 45 years old,82.0,Category_22,Male,9254
83,Under 45 years old,83.0,Category_22,Male,7713
84,Under 45 years old,84.0,Category_22,Male,6725
nan,Under 45 years old,,Category_22,Male,
85,Under 45 years old,85.0,Category_22,Male,5605
86,Under 45 years old,86.0,Category_22,Male,4533
87,Under 45 years old,87.0,Category_22,Male,4081
88,Under 45 years old,88.0,Category_22,Male,2898
89,Under 45 years old,89.0,Category_22,Male,2324
nan,Under 45 years old,,Category_22,Male,
90,Under 45 years old,90.0,Category_22,Male,1926
91,Under 45 years old,91.0,Category_22,Male,1251
92,Under 45 years old,92.0,Category_22,Male,1074
93,Under 45 years old,93.0,Category_22,Male,737
94,Under 45 years old,94.0,Category_22,Male,506
nan,Under 45 years old,,Category_22,Male,
95,Under 45 years old,95.0,Category_22,Male,373
96,Under 45 years old,96.0,Category_22,Male,276
97,Under 45 years old,97.0,Category_22,Male,184
98,Under 45 years old,98.0,Category_22,Male,113
99,Under 45 years old,99.0,Category_22,Male,96
nan,Under 45 years old,,Category_22,Male,
nan,Total,,Category_22,Female,
nan,Under 45 years old,,Category_22,Female,
45,Under 45 years old,45.0,Category_22,Female,52632
46,Under 45 years old,46.0,Category_22,Female,58659
47,Under 45 years old,47.0,Category_22,Female,62913
48,Under 45 years old,48.0,Category_22,Female,65544
49,Under 45 years old,49.0,Category_22,Female,68092
nan,Under 45 years old,,Category_22,Female,
50,Under 45 years old,50.0,Category_22,Female,70201
51,Under 45 years old,51.0,Category_22,Female,65689
52,Under 45 years old,52.0,Category_22,Female,71997
53,Under 45 years old,53.0,Category_22,Female,59090
54,Under 45 years old,54.0,Category_22,Female,66197
nan,Under 45 years old,,Category_22,Female,
55,Under 45 years old,55.0,Category_22,Female,63507
56,Under 45 years old,56.0,Category_22,Female,61510
57,Under 45 years old,57.0,Category_22,Female,69697
58,Under 45 years old,58.0,Category_22,Female,53407
59,Under 45 years old,59.0,Category_22,Female,29116
nan,Under 45 years old,,Category_22,Female,
60,Under 45 years old,60.0,Category_22,Female,33834
61,Under 45 years old,61.0,Category_22,Female,31464
62,Under 45 years old,62.0,Category_22,Female,40400
63,Under 45 years old,63.0,Category_22,Female,45795
64,Under 45 years old,64.0,Category_22,Female,43565
nan,Under 45 years old,,Category_22,Female,
65,Under 45 years old,65.0,Category_22,Female,45255
66,Under 45 years old,66.0,Category_22,Female,46062
67,Under 45 years old,67.0,Category_22,Female,42568
68,Under 45 years old,68.0,Category_22,Female,42536
69,Under 45 years old,69.0,Category_22,Female,36629
70,Under 45 years old,70.0,Category_22,Female,33997
71,Under 45 years old,71.0,Category_22,Female,32516
72,Under 45 years old,72.0,Category_22,Female,28008
73,Under 45 years old,73.0,Category_22,Female,26411
74,Under 45 years old,74.0,Category_22,Female,24289
nan,Under 45 years old,,Category_22,Female,
75,Under 45 years old,75.0,Category_22,Female,21039
76,Under 45 years old,76.0,Category_22,Female,19323
77,Under 45 years old,77.0,Category_22,Female,16920
78,Under 45 years old,78.0,Category_22,Female,15805
79,Under 45 years old,79.0,Category_22,Female,15141
nan,Under 45 years old,,Category_22,Female,
80,Under 45 years old,80.0,Category_22,Female,13282
81,Under 45 years old,81.0,Category_22,Female,10974
82,Under 45 years old,82.0,Category_22,Female,10971
83,Under 45 years old,83.0,Category_22,Female,9701
84,Under 45 years old,84.0,Category_22,Female,8909
nan,Under 45 years old,,Category_22,Female,
85,Under 45 years old,85.0,Category_22,Female,7872
86,Under 45 years old,86.0,Category_22,Female,6805
87,Under 45 years old,87.0,Category_22,Female,6066
88,Under 45 years old,88.0,Category_22,Female,4783
89,Under 45 years old,89.0,Category_22,Female,3815
nan,Under 45 years old,,Category_22,Female,
90,Under 45 years old,90.0,Category_22,Female,3391
91,Under 45 years old,91.0,Category_22,Female,2323
92,Under 45 years old,92.0,Category_22,Female,1952
93,Under 45 years old,93.0,Category_22,Female,1455
94,Under 45 years old,94.0,Category_22,Female,1034
nan,Under 45 years old,,Category_22,Female,
95,Under 45 years old,95.0,Category_22,Female,856
96,Under 45 years old,96.0,Category_22,Female,673
97,Under 45 years old,97.0,Category_22,Female,416
98,Under 45 years old,98.0,Category_22,Female,327
99,Under 45 years old,99.0,Category_22,Female,241
nan,Under 45 years old,,Category_22,Female,
