timestamp,value_1,value_2,value_3,value_4,value_5
2024-05-14 09:58:25,32.77,35.61,1.09,24.58,26.71
2024-05-14 09:57:09,32.76,34.15,1.04,24.57,25.61
2024-05-14 09:52:13,33.47,34.55,1.03,36.82,38.01
2024-05-14 09:46:00,33.52,34.9,1.04,24.58,25.59
2024-05-14 09:40:17,32.0,31.45,0.98,36.8,36.17
2024-05-14 09:36:28,37.14,40.47,1.09,32.19,35.07
2024-05-14 09:27:09,35.32,33.92,0.96,54.75,52.58
2024-05-13 19:49:19,31.37,32.72,1.04,24.57,25.63
2024-05-13 14:47:03,35.1,41.54,1.18,36.86,43.62
2024-05-13 14:37:11,26.59,25.78,0.97,54.5,52.84
2024-05-13 12:51:34,33.88,38.4,1.13,38.96,44.16
2024-05-13 12:50:17,35.48,39.99,1.13,22.47,25.33
2024-05-13 08:24:10,37.62,38.45,1.02,41.38,42.29
2024-05-13 08:13:34,33.52,33.44,1.0,24.58,24.52
2024-05-13 07:08:52,36.79,32.93,0.9,32.5,29.09
2024-05-12 21:39:06,37.75,36.82,0.98,24.54,23.93
2024-05-12 20:18:48,33.52,34.61,1.03,24.58,25.38
2024-05-12 19:33:46,39.24,41.97,1.07,40.55,43.37
2024-05-12 19:23:20,38.13,39.02,1.02,41.31,42.27
2024-05-12 17:53:16,35.96,40.11,1.12,53.94,60.17
2024-05-12 17:20:52,36.89,43.53,1.18,25.82,30.47
2024-05-12 17:19:50,36.4,39.44,1.08,20.02,21.69
2024-05-12 16:57:31,26.28,28.77,1.09,17.08,18.7
2024-05-12 10:13:36,32.05,34.8,1.09,24.57,26.68
2024-05-12 10:10:11,29.47,25.28,0.86,24.56,21.07
2024-05-12 06:20:19,35.03,37.05,1.06,36.78,38.9
2024-05-12 06:10:16,33.76,35.7,1.06,27.01,28.56
2024-05-12 05:55:47,37.16,36.86,0.99,34.06,33.79
2024-05-12 05:06:10,34.58,33.82,0.98,28.24,27.62
2024-05-12 01:23:48,39.4,33.68,0.85,33.49,28.63
2024-05-11 21:38:46,31.37,31.88,1.02,24.57,24.97
2024-05-11 21:12:49,30.09,27.61,0.92,24.57,22.55
2024-05-11 21:07:33,30.55,33.56,1.1,24.44,26.85
2024-05-11 20:42:15,33.51,35.94,1.07,36.86,39.53
2024-05-11 20:36:08,32.06,35.61,1.11,24.58,27.3
2024-05-11 19:58:59,31.59,31.58,1.0,36.85,36.84
2024-05-11 19:49:59,32.06,33.91,1.06,24.58,26.0
2024-05-11 19:29:27,31.35,36.52,1.16,24.56,28.61
2024-05-11 18:46:45,30.72,33.73,1.1,18.43,20.24
2024-05-11 18:33:58,33.48,36.71,1.1,36.83,40.38
2024-05-11 18:28:36,31.33,33.99,1.08,20.89,22.66
2024-05-11 18:24:47,34.72,33.67,0.97,41.66,40.4
2024-05-11 18:17:39,30.7,35.2,1.15,18.42,21.12
2024-05-11 18:11:26,29.08,30.49,1.05,18.42,19.31
2024-05-11 17:56:24,32.05,32.03,1.0,24.57,24.56
2024-05-11 17:50:52,39.28,42.44,1.08,36.01,38.9
2024-05-11 17:46:13,36.93,40.34,1.09,17.85,19.5
2024-05-11 17:41:34,30.71,35.22,1.15,24.57,28.18
2024-05-11 17:35:49,36.09,36.62,1.01,42.1,42.72
2024-05-11 17:30:15,36.24,40.06,1.11,35.64,39.39
2024-05-11 17:19:45,38.95,40.92,1.05,41.55,43.65
2024-05-11 17:00:46,33.49,33.42,1.0,24.56,24.51
2024-05-11 16:52:53,21.85,7.16,0.33,34.6,11.34
2024-05-11 16:35:34,38.44,42.56,1.11,34.6,38.3
2024-05-11 16:08:31,36.21,36.63,1.01,33.8,34.19
2024-05-11 15:47:05,35.7,33.49,0.94,56.53,53.02
2024-05-11 15:32:47,32.76,33.12,1.01,24.57,24.84
2024-05-11 15:10:46,38.67,42.35,1.1,29.65,32.47
2024-05-11 15:01:34,32.77,34.35,1.05,24.58,25.76
2024-05-11 14:51:23,34.55,35.92,1.04,36.85,38.31
2024-05-11 14:39:38,32.76,35.45,1.08,24.57,26.59
2024-05-11 14:33:32,32.16,34.73,1.08,29.48,31.84
2024-05-11 14:29:59,30.25,29.91,0.99,28.23,27.92
2024-05-11 14:27:21,32.06,33.23,1.04,24.58,25.48
2024-05-11 14:20:04,35.46,37.2,1.05,46.69,48.98
2024-05-11 13:29:32,37.42,42.6,1.14,23.7,26.98
2024-05-11 13:26:38,32.05,33.12,1.03,24.57,25.39
2024-05-11 13:16:34,31.58,34.58,1.1,18.42,20.17
2024-05-11 13:10:20,32.77,34.13,1.04,24.58,25.6
2024-05-11 12:57:10,30.73,32.3,1.05,24.58,25.84
2024-05-11 12:35:08,32.06,31.64,0.99,24.58,24.26
2024-05-11 12:29:03,32.77,35.12,1.07,24.58,26.34
2024-05-11 11:42:11,31.37,31.71,1.01,24.57,24.84
2024-05-11 11:30:48,31.8,33.49,1.05,27.03,28.47
2024-05-11 11:10:16,35.1,37.24,1.06,36.85,39.1
2024-05-11 10:56:52,34.76,34.71,1.0,32.44,32.4
2024-05-11 10:53:32,31.37,33.06,1.05,24.57,25.9
2024-05-11 10:49:46,36.42,37.54,1.03,28.53,29.41
2024-05-11 10:41:58,38.28,36.25,0.95,21.69,20.54
2024-05-11 10:32:55,31.38,31.86,1.02,24.58,24.96
2024-05-11 10:29:10,27.67,23.77,0.86,20.75,17.83
2024-05-11 10:11:26,34.04,36.05,1.06,39.71,42.06
2024-05-11 10:08:59,25.03,24.34,0.97,19.61,19.07
2024-05-11 10:06:43,31.38,33.49,1.07,24.58,26.23
2024-05-11 10:03:26,31.38,33.26,1.06,24.58,26.05
2024-05-11 09:59:21,33.98,36.29,1.07,36.81,39.31
2024-05-11 09:57:11,32.68,35.6,1.09,24.51,26.7
2024-05-11 09:53:02,31.38,34.65,1.1,24.58,27.14
2024-05-11 09:47:39,39.04,41.37,1.06,37.74,39.99
2024-05-11 09:34:44,32.05,32.45,1.01,24.57,24.88
2024-05-11 09:28:00,32.16,33.51,1.04,29.48,30.72
2024-05-11 09:12:31,32.77,35.56,1.09,24.58,26.67
2024-05-11 09:03:19,35.1,37.2,1.06,36.85,39.06
2024-05-11 08:59:44,33.52,35.5,1.06,24.58,26.03
2024-05-11 08:54:19,35.72,34.81,0.97,32.15,31.33
2024-05-11 08:41:54,34.79,32.41,0.93,24.93,23.23
2024-05-11 08:32:54,26.19,24.47,0.93,25.32,23.65
2024-05-11 08:28:44,38.8,39.5,1.02,41.39,42.13
2024-05-11 08:25:44,32.33,33.2,1.03,30.71,31.54
2024-05-11 08:10:22,31.35,30.69,0.98,24.56,24.04
2024-05-11 07:18:38,31.37,30.43,0.97,24.57,23.84
2024-05-10 23:01:09,33.51,33.21,0.99,36.86,36.53
2024-05-10 22:12:00,35.97,36.59,1.02,35.37,35.98
2024-05-10 21:45:08,33.51,35.51,1.06,36.86,39.06
2024-05-10 21:38:04,31.79,33.45,1.05,27.02,28.43
2024-05-10 21:10:06,32.72,34.53,1.06,29.99,31.65
2024-05-10 20:33:57,38.28,41.85,1.09,57.42,62.77
2024-05-10 20:18:21,31.37,34.58,1.1,24.57,27.09
2024-05-10 20:06:17,33.5,36.65,1.09,36.85,40.31
2024-05-10 19:38:12,32.06,33.44,1.04,24.58,25.64
2024-05-10 19:29:38,37.1,39.45,1.06,26.59,28.27
2024-05-10 19:19:15,32.77,36.64,1.12,29.49,32.98
2024-05-10 18:41:57,36.16,41.44,1.15,57.85,66.31
2024-05-10 18:10:05,31.56,34.15,1.08,29.46,31.87
2024-05-10 17:55:50,33.51,38.75,1.16,36.86,42.62
2024-05-10 17:44:11,33.5,39.38,1.18,36.85,43.32
2024-05-10 17:39:29,37.09,42.66,1.15,34.62,39.82
2024-05-10 17:35:37,22.23,13.66,0.61,17.04,10.47
2024-05-10 17:24:03,30.98,40.35,1.3,24.27,31.61
2024-05-10 16:55:31,32.06,34.46,1.07,24.58,26.42
2024-05-10 16:09:52,38.06,47.54,1.25,15.86,19.81
2024-05-10 16:01:34,38.82,44.95,1.16,45.94,53.19
2024-05-10 15:57:25,32.63,26.85,0.82,24.47,20.14
2024-05-10 13:42:07,32.05,35.48,1.11,24.57,27.2
2024-05-10 13:36:09,33.5,33.87,1.01,24.57,24.84
2024-05-10 13:02:44,37.21,40.89,1.1,46.51,51.11
2024-05-10 11:52:29,33.52,36.05,1.08,24.58,26.44
2024-05-10 09:47:59,33.52,33.52,1.0,24.58,24.58
2024-05-10 09:24:39,39.27,38.82,0.99,32.07,31.7
2024-05-10 08:12:23,36.38,34.5,0.95,40.62,38.53
2024-05-10 07:37:59,33.52,30.0,0.9,24.58,22.0
2024-05-10 07:31:18,32.17,25.31,0.79,29.49,23.2
2024-05-10 07:10:48,36.08,12.19,0.34,31.87,10.77
2024-05-09 19:59:52,37.26,41.93,1.13,30.43,34.24
2024-05-09 12:25:54,30.62,29.84,0.97,24.5,23.87
2024-05-09 10:07:21,31.37,28.52,0.91,24.57,22.34
2024-05-09 08:31:35,13.54,4.39,0.32,16.7,5.41
2024-05-08 17:58:24,30.73,31.45,1.02,24.58,25.16
2024-05-08 16:41:08,30.1,33.02,1.1,24.58,26.97
2024-05-08 16:14:00,30.27,35.79,1.18,23.21,27.44
2024-05-08 10:19:21,33.31,34.32,1.03,29.98,30.89
2024-05-08 10:05:34,32.05,33.14,1.03,24.57,25.41
2024-05-08 09:49:08,32.06,32.66,1.02,24.58,25.04
2024-05-08 09:29:32,37.48,36.75,0.98,26.86,26.34
2024-05-08 08:53:11,33.97,33.42,0.98,36.8,36.21
2024-05-07 16:58:59,36.76,17.41,0.47,46.56,22.05
2024-05-07 12:55:18,36.73,40.46,1.1,30.61,33.72
2024-05-07 10:17:41,37.74,40.0,1.06,24.53,26.0
2024-05-07 10:08:16,36.87,37.23,1.01,23.35,23.58
2024-05-07 10:00:22,31.38,31.25,1.0,24.58,24.48
2024-05-07 08:51:05,37.13,36.72,0.99,47.65,47.13
2024-05-07 08:20:19,36.76,33.77,0.92,37.99,34.9
2024-05-07 07:39:13,30.71,27.75,0.9,19.96,18.04
2024-05-07 07:38:32,32.65,30.89,0.95,16.87,15.96
2024-05-07 07:16:10,33.46,25.34,0.76,24.54,18.58
2024-05-06 18:46:56,33.52,37.77,1.13,24.58,27.7
2024-05-06 17:28:28,28.68,32.79,1.14,19.12,21.86
2024-05-06 17:07:51,39.92,43.99,1.1,50.56,55.72
2024-05-06 17:03:12,39.4,46.91,1.19,35.46,42.22
2024-05-06 16:53:21,36.61,40.76,1.11,34.78,38.72
2024-05-06 16:41:32,39.23,48.59,1.24,39.23,48.59
2024-05-06 16:28:29,34.4,40.62,1.18,43.0,50.77
2024-05-06 08:52:44,32.77,33.32,1.02,24.58,24.99
2024-05-06 08:00:12,39.8,37.92,0.95,15.92,15.17
2024-05-06 07:57:11,39.85,41.01,1.03,25.24,25.97
2024-05-06 07:31:16,33.5,32.97,0.98,24.57,24.18
2024-05-06 07:04:05,34.12,32.59,0.96,30.71,29.33
2024-05-06 01:07:00,32.03,30.95,0.97,24.56,23.73
2024-05-05 23:38:12,34.26,32.82,0.96,24.55,23.52
2024-05-05 21:03:33,40.09,39.87,0.99,42.09,41.86
2024-05-05 18:41:23,32.07,28.84,0.9,16.57,14.9
2024-05-05 17:55:03,34.27,35.53,1.04,24.56,25.46
2024-05-05 16:32:21,40.68,43.48,1.07,52.89,56.53
2024-05-05 15:48:04,40.6,42.68,1.05,43.98,46.24
2024-05-05 15:18:01,40.43,42.68,1.06,30.32,32.01
2024-05-05 14:27:40,34.55,38.14,1.1,36.85,40.68
2024-05-05 14:13:07,34.39,37.12,1.08,34.39,37.12
2024-05-05 14:05:13,37.51,38.89,1.04,34.38,35.65
2024-05-05 13:56:58,39.4,38.92,0.99,28.89,28.54
2024-05-05 13:38:28,33.5,33.8,1.01,30.71,30.98
2024-05-05 12:01:14,33.62,33.88,1.01,31.94,32.19
2024-05-05 11:52:42,38.36,38.01,0.99,18.54,18.37
2024-05-05 11:33:02,32.77,32.95,1.01,24.58,24.71
2024-05-05 11:14:49,40.55,40.48,1.0,35.82,35.76
2024-05-05 10:53:17,33.22,32.58,0.98,18.27,17.92
2024-05-05 10:48:51,38.23,38.19,1.0,42.69,42.65
2024-05-05 10:30:28,29.5,22.63,0.77,24.58,18.86
2024-05-05 10:28:04,32.76,33.67,1.03,24.57,25.25
2024-05-05 09:54:24,28.06,26.64,0.95,17.77,16.87
2024-05-05 08:13:35,40.26,31.51,0.78,28.85,22.58
2024-05-04 21:27:17,32.75,30.56,0.93,24.56,22.92
2024-05-04 17:47:27,32.75,33.49,1.02,24.56,25.12
2024-05-04 15:44:21,32.51,33.9,1.04,18.42,19.21
2024-05-04 15:36:09,34.27,35.36,1.03,24.56,25.34
2024-05-04 15:28:34,37.92,36.0,0.95,24.65,23.4
2024-05-04 14:52:14,32.05,32.37,1.01,24.57,24.82
2024-05-04 14:16:16,35.1,36.01,1.03,24.57,25.21
2024-05-04 13:12:47,40.22,42.41,1.05,40.22,42.41
2024-05-04 13:03:25,34.55,35.0,1.01,36.85,37.33
2024-05-04 12:44:20,23.94,13.15,0.55,23.54,12.93
2024-05-04 11:56:01,38.19,39.04,1.02,42.64,43.6
2024-05-04 11:44:38,34.28,36.49,1.06,24.57,26.15
2024-05-04 10:43:01,38.77,41.4,1.07,45.23,48.3
2024-05-04 10:39:31,40.73,44.16,1.08,50.91,55.2
2024-05-04 10:30:40,33.51,36.18,1.08,18.43,19.9
2024-05-04 10:28:08,38.79,40.28,1.04,37.5,38.94
2024-05-04 10:17:07,35.1,36.91,1.05,24.57,25.84
2024-05-04 10:03:40,34.56,35.67,1.03,36.86,38.05
2024-05-04 09:50:12,32.75,33.15,1.01,24.56,24.86
2024-05-04 09:11:29,32.73,29.31,0.9,24.55,21.98
2024-05-03 20:23:05,37.41,38.0,1.02,28.06,28.5
2024-05-03 20:18:15,28.35,28.65,1.01,18.43,18.62
2024-05-03 20:10:17,37.3,40.34,1.08,43.52,47.06
2024-05-03 20:02:28,40.6,43.87,1.08,30.45,32.9
2024-05-03 19:43:50,31.04,33.33,1.07,29.49,31.66
2024-05-03 19:31:35,39.05,41.44,1.06,38.4,40.75
2024-05-03 19:22:00,34.28,36.77,1.07,24.57,26.35
2024-05-03 19:02:14,29.5,28.22,0.96,24.58,23.52
2024-05-03 18:54:33,31.88,35.34,1.11,21.25,23.56
2024-05-03 18:51:09,32.76,36.89,1.13,24.57,27.67
2024-05-03 18:18:51,34.28,38.12,1.11,24.57,27.32
2024-05-03 17:46:16,34.28,38.4,1.12,24.57,27.52
2024-05-03 17:28:46,39.36,43.79,1.11,31.49,35.03
2024-05-03 17:19:13,30.66,32.9,1.07,24.53,26.32
2024-05-03 17:12:32,36.26,39.13,1.08,36.86,39.78
2024-05-03 16:55:04,38.77,38.55,0.99,28.43,28.27
2024-05-03 16:50:59,32.76,32.73,1.0,24.57,24.55
2024-05-03 16:49:01,37.75,36.61,0.97,28.94,28.07
2024-05-03 16:39:10,36.25,36.75,1.01,36.85,37.36
2024-05-03 16:34:12,33.5,36.0,1.07,24.57,26.4
2024-05-03 16:30:34,40.03,41.98,1.05,25.35,26.59
2024-05-03 16:12:17,32.76,33.72,1.03,24.57,25.29
2024-05-03 16:03:53,33.33,36.98,1.11,30.0,33.28
2024-05-03 15:25:06,32.76,33.77,1.03,24.57,25.33
2024-05-03 15:12:10,32.75,36.64,1.12,24.56,27.48
2024-05-03 15:07:14,32.05,31.96,1.0,24.57,24.5
2024-05-03 15:04:24,33.62,35.05,1.04,31.94,33.3
2024-05-03 14:52:32,33.38,35.04,1.05,29.49,30.95
2024-05-03 14:42:02,31.37,34.8,1.11,24.57,27.26
2024-05-03 14:35:18,37.39,37.2,0.99,17.45,17.36
2024-05-03 14:18:19,35.1,37.69,1.07,16.38,17.59
2024-05-03 14:14:45,32.76,37.19,1.14,24.57,27.89
2024-05-03 14:05:21,38.02,39.78,1.05,41.82,43.76
2024-05-03 13:52:14,33.5,37.58,1.12,24.57,27.56
2024-05-03 13:44:50,32.06,32.17,1.0,24.58,24.66
2024-05-03 13:08:21,33.89,35.22,1.04,30.5,31.7
2024-05-03 12:46:52,36.26,34.06,0.94,42.91,40.3
2024-05-03 12:26:07,35.01,34.1,0.97,40.26,39.21
2024-05-03 12:10:14,32.76,32.48,0.99,24.57,24.36
2024-05-03 11:34:36,34.56,38.56,1.12,36.86,41.13
2024-05-03 11:26:10,35.09,34.32,0.98,16.96,16.59
2024-05-03 11:03:27,33.52,33.74,1.01,24.58,24.74
2024-05-03 10:54:08,17.62,2.35,0.13,18.5,2.47
2024-05-03 10:46:58,37.39,37.6,1.01,34.27,34.47
2024-05-03 10:41:47,22.98,21.35,0.93,19.53,18.15
2024-05-03 10:38:48,37.12,40.65,1.09,29.08,31.84
2024-05-03 10:25:55,32.77,34.31,1.05,24.58,25.73
2024-05-03 10:19:31,34.56,37.13,1.07,36.86,39.61
2024-05-03 10:10:31,32.76,32.79,1.0,24.57,24.59
2024-05-03 10:06:18,32.76,33.88,1.03,24.57,25.41
2024-05-03 10:04:28,32.72,30.21,0.92,24.54,22.66
2024-05-02 23:29:31,33.49,31.88,0.95,24.56,23.38
2024-05-02 21:36:43,37.57,35.98,0.96,16.28,15.59
2024-05-02 21:36:10,32.76,29.83,0.91,24.57,22.37
2024-05-02 19:01:30,33.49,33.59,1.0,30.7,30.79
2024-05-02 17:47:12,32.06,29.07,0.91,24.58,22.29
2024-05-02 16:59:05,26.51,27.38,1.03,17.67,18.25
2024-05-02 16:47:28,27.47,28.86,1.05,21.98,23.09
2024-05-02 14:47:22,27.84,25.69,0.92,21.81,20.12
2024-05-02 14:42:22,40.23,41.27,1.03,24.14,24.76
2024-05-02 13:46:37,33.5,33.45,1.0,24.57,24.53
2024-05-02 11:32:13,34.12,35.31,1.03,30.71,31.78
2024-05-02 11:02:01,32.77,34.41,1.05,29.49,30.97
2024-05-02 10:40:18,38.91,40.03,1.03,31.78,32.69
2024-05-02 10:38:04,34.28,35.82,1.04,24.57,25.67
2024-05-02 10:20:46,39.59,40.68,1.03,32.33,33.22
2024-05-02 10:08:17,31.38,30.52,0.97,24.58,23.91
2024-05-02 09:58:20,33.45,34.36,1.03,24.53,25.2
2024-05-02 09:56:35,32.76,34.55,1.05,24.57,25.91
2024-05-02 09:54:24,32.06,33.31,1.04,24.58,25.54
2024-05-02 09:31:20,39.12,40.06,1.02,22.17,22.7
2024-05-02 09:15:19,30.7,32.33,1.05,18.42,19.4
2024-05-02 09:12:09,40.06,39.13,0.98,36.72,35.87
2024-05-02 09:06:33,32.66,29.78,0.91,29.94,27.3
2024-05-02 08:59:42,39.14,28.85,0.74,25.44,18.75
2024-05-02 07:42:47,15.95,3.42,0.21,19.94,4.27
2024-05-02 07:41:28,13.59,2.89,0.21,15.17,3.23
2024-05-01 18:13:04,31.88,32.74,1.03,24.44,25.1
2024-05-01 17:38:24,23.55,22.68,0.96,23.94,23.06
2024-05-01 17:25:44,32.06,36.85,1.15,24.58,28.25
2024-05-01 15:34:17,38.12,36.56,0.96,26.05,24.98
2024-05-01 14:30:21,35.38,24.4,0.69,29.48,20.33
2024-05-01 14:15:48,37.69,40.94,1.09,37.69,40.94
2024-05-01 13:31:17,30.09,33.65,1.12,24.57,27.48
2024-05-01 13:07:23,34.28,37.55,1.1,24.57,26.91
2024-05-01 12:44:01,32.77,35.44,1.08,24.58,26.58
2024-05-01 11:28:45,25.49,21.62,0.85,35.69,30.27
2024-05-01 10:45:31,32.05,31.38,0.98,24.57,24.06
2024-05-01 10:33:03,32.76,34.43,1.05,24.57,25.82
2024-05-01 10:16:47,35.07,34.82,0.99,36.82,36.56
2024-05-01 10:09:34,35.09,36.26,1.03,21.64,22.36
2024-05-01 09:32:26,31.53,27.07,0.86,29.95,25.72
2024-05-01 09:03:48,32.49,31.45,0.97,18.41,17.82
2024-05-01 08:54:06,34.28,32.62,0.95,24.57,23.38
2024-05-01 08:49:52,33.49,34.21,1.02,24.56,25.09
2024-05-01 08:38:36,37.67,37.59,1.0,61.52,61.4
2024-05-01 07:49:12,38.03,36.64,0.96,36.13,34.81
2024-05-01 07:44:16,38.28,37.45,0.98,32.54,31.83
2024-05-01 07:29:36,39.67,36.42,0.92,35.7,32.78
